order_id,store_id,customer_id,order_date,total_amount,product_id,quantity,unit_price,total_price,payment_id,payment_method,amount,status,payment_date,invoice_date,total_invoice_amount,store_id,customer_id,order_date,total_amount,season,day_category
1009,203,666,2024-06-14 21:37:31,89.42999999999999,18,3,6.99,20.97,1009,Credit Card,89.42999999999999,Completed,2024-06-14,2024-06-14,89.42999999999999,203,666,2024-06-14 21:37:31,89.42999999999999,Summer,Weekday
1009,203,666,2024-06-14 21:37:31,89.42999999999999,18,1,6.99,6.99,1009,Credit Card,89.42999999999999,Completed,2024-06-14,2024-06-14,89.42999999999999,203,666,2024-06-14 21:37:31,89.42999999999999,Summer,Weekday
1009,203,666,2024-06-14 21:37:31,89.42999999999999,9,2,19.99,39.98,1009,Credit Card,89.42999999999999,Completed,2024-06-14,2024-06-14,89.42999999999999,203,666,2024-06-14 21:37:31,89.42999999999999,Summer,Weekday
1009,203,666,2024-06-14 21:37:31,89.42999999999999,13,1,21.49,21.49,1009,Credit Card,89.42999999999999,Completed,2024-06-14,2024-06-14,89.42999999999999,203,666,2024-06-14 21:37:31,89.42999999999999,Summer,Weekday
101,196,150,2024-04-14 02:39:33,113.38,17,3,5.99,17.97,101,Credit Card,113.38,Timeout,2024-04-14,2024-04-14,113.38,196,150,2024-04-14 02:39:33,113.38,Spring,Weekend
101,196,150,2024-04-14 02:39:33,113.38,11,2,20.99,41.98,101,Credit Card,113.38,Timeout,2024-04-14,2024-04-14,113.38,196,150,2024-04-14 02:39:33,113.38,Spring,Weekend
101,196,150,2024-04-14 02:39:33,113.38,18,1,6.99,6.99,101,Credit Card,113.38,Timeout,2024-04-14,2024-04-14,113.38,196,150,2024-04-14 02:39:33,113.38,Spring,Weekend
101,196,150,2024-04-14 02:39:33,113.38,19,3,5.49,16.47,101,Credit Card,113.38,Timeout,2024-04-14,2024-04-14,113.38,196,150,2024-04-14 02:39:33,113.38,Spring,Weekend
101,196,150,2024-04-14 02:39:33,113.38,6,1,17.99,17.99,101,Credit Card,113.38,Timeout,2024-04-14,2024-04-14,113.38,196,150,2024-04-14 02:39:33,113.38,Spring,Weekend
101,196,150,2024-04-14 02:39:33,113.38,17,2,5.99,11.98,101,Credit Card,113.38,Timeout,2024-04-14,2024-04-14,113.38,196,150,2024-04-14 02:39:33,113.38,Spring,Weekend
1010,115,387,2024-06-06 13:25:53,159.91,11,3,20.99,62.97,1010,Credit Card,159.91,Declined,2024-06-06,2024-06-06,159.91,115,387,2024-06-06 13:25:53,159.91,Summer,Weekday
1010,115,387,2024-06-06 13:25:53,159.91,19,2,5.49,10.98,1010,Credit Card,159.91,Declined,2024-06-06,2024-06-06,159.91,115,387,2024-06-06 13:25:53,159.91,Summer,Weekday
1010,115,387,2024-06-06 13:25:53,159.91,4,2,22.99,45.98,1010,Credit Card,159.91,Declined,2024-06-06,2024-06-06,159.91,115,387,2024-06-06 13:25:53,159.91,Summer,Weekday
1010,115,387,2024-06-06 13:25:53,159.91,9,2,19.99,39.98,1010,Credit Card,159.91,Declined,2024-06-06,2024-06-06,159.91,115,387,2024-06-06 13:25:53,159.91,Summer,Weekday
1011,34,598,2024-03-11 08:28:33,69.95,9,3,19.99,59.97,1011,Cash,69.95,Timeout,2024-11-03,2024-03-11,69.95,34,598,2024-03-11 08:28:33,69.95,Spring,Weekday
1011,34,598,2024-03-11 08:28:33,69.95,20,2,4.99,9.98,1011,Cash,69.95,Timeout,2024-11-03,2024-03-11,69.95,34,598,2024-03-11 08:28:33,69.95,Spring,Weekday
1012,184,491,2024-07-30 08:52:15,101.89000000000001,19,2,5.49,10.98,1012,Credit Card,101.89000000000001,Completed,2024-07-30,2024-07-30,101.89000000000001,184,491,2024-07-30 08:52:15,101.89000000000001,Summer,Weekday
1012,184,491,2024-07-30 08:52:15,101.89000000000001,2,1,12.99,12.99,1012,Credit Card,101.89000000000001,Completed,2024-07-30,2024-07-30,101.89000000000001,184,491,2024-07-30 08:52:15,101.89000000000001,Summer,Weekday
1012,184,491,2024-07-30 08:52:15,101.89000000000001,17,2,5.99,11.98,1012,Credit Card,101.89000000000001,Completed,2024-07-30,2024-07-30,101.89000000000001,184,491,2024-07-30 08:52:15,101.89000000000001,Summer,Weekday
1012,184,491,2024-07-30 08:52:15,101.89000000000001,18,2,6.99,13.98,1012,Credit Card,101.89000000000001,Completed,2024-07-30,2024-07-30,101.89000000000001,184,491,2024-07-30 08:52:15,101.89000000000001,Summer,Weekday
1012,184,491,2024-07-30 08:52:15,101.89000000000001,17,2,5.99,11.98,1012,Credit Card,101.89000000000001,Completed,2024-07-30,2024-07-30,101.89000000000001,184,491,2024-07-30 08:52:15,101.89000000000001,Summer,Weekday
1012,184,491,2024-07-30 08:52:15,101.89000000000001,9,2,19.99,39.98,1012,Credit Card,101.89000000000001,Completed,2024-07-30,2024-07-30,101.89000000000001,184,491,2024-07-30 08:52:15,101.89000000000001,Summer,Weekday
1013,209,607,2024-11-23 20:30:48,70.94,20,1,4.99,4.99,1013,Credit Card,70.94,Completed,2024-11-23,2024-11-23,70.94,209,607,2024-11-23 20:30:48,70.94,Fall,Weekend
1013,209,607,2024-11-23 20:30:48,70.94,16,2,7.99,15.98,1013,Credit Card,70.94,Completed,2024-11-23,2024-11-23,70.94,209,607,2024-11-23 20:30:48,70.94,Fall,Weekend
1013,209,607,2024-11-23 20:30:48,70.94,18,1,6.99,6.99,1013,Credit Card,70.94,Completed,2024-11-23,2024-11-23,70.94,209,607,2024-11-23 20:30:48,70.94,Fall,Weekend
1013,209,607,2024-11-23 20:30:48,70.94,13,2,21.49,42.98,1013,Credit Card,70.94,Completed,2024-11-23,2024-11-23,70.94,209,607,2024-11-23 20:30:48,70.94,Fall,Weekend
1014,123,727,2024-05-12 23:02:11,47.44,19,3,5.49,16.47,1014,Cash,47.44,Timeout,2024-12-05,2024-05-12,47.44,123,727,2024-05-12 23:02:11,47.44,Spring,Weekend
1014,123,727,2024-05-12 23:02:11,47.44,3,1,18.99,18.99,1014,Cash,47.44,Timeout,2024-12-05,2024-05-12,47.44,123,727,2024-05-12 23:02:11,47.44,Spring,Weekend
1014,123,727,2024-05-12 23:02:11,47.44,17,2,5.99,11.98,1014,Cash,47.44,Timeout,2024-12-05,2024-05-12,47.44,123,727,2024-05-12 23:02:11,47.44,Spring,Weekend
1015,29,896,2024-05-27 16:29:56,9.98,20,2,4.99,9.98,1015,Credit Card,9.98,Timeout,2024-05-27,2024-05-27,9.98,29,896,2024-05-27 16:29:56,9.98,Spring,Weekday
1016,396,689,2024-04-18 16:15:20,21.96,20,1,4.99,4.99,1016,Credit Card,21.96,Completed,2024-04-18,2024-04-18,21.96,396,689,2024-04-18 16:15:20,21.96,Spring,Weekday
1016,396,689,2024-04-18 16:15:20,21.96,18,1,6.99,6.99,1016,Credit Card,21.96,Completed,2024-04-18,2024-04-18,21.96,396,689,2024-04-18 16:15:20,21.96,Spring,Weekday
1016,396,689,2024-04-18 16:15:20,21.96,20,2,4.99,9.98,1016,Credit Card,21.96,Completed,2024-04-18,2024-04-18,21.96,396,689,2024-04-18 16:15:20,21.96,Spring,Weekday
1017,108,86,2024-06-02 23:33:52,122.89,10,3,24.99,74.97,1017,Cash,122.89,Declined,2024-02-06,2024-06-02,122.89,108,86,2024-06-02 23:33:52,122.89,Summer,Weekend
1017,108,86,2024-06-02 23:33:52,122.89,17,3,5.99,17.97,1017,Cash,122.89,Declined,2024-02-06,2024-06-02,122.89,108,86,2024-06-02 23:33:52,122.89,Summer,Weekend
1017,108,86,2024-06-02 23:33:52,122.89,17,2,5.99,11.98,1017,Cash,122.89,Declined,2024-02-06,2024-06-02,122.89,108,86,2024-06-02 23:33:52,122.89,Summer,Weekend
1017,108,86,2024-06-02 23:33:52,122.89,18,1,6.99,6.99,1017,Cash,122.89,Declined,2024-02-06,2024-06-02,122.89,108,86,2024-06-02 23:33:52,122.89,Summer,Weekend
1017,108,86,2024-06-02 23:33:52,122.89,19,2,5.49,10.98,1017,Cash,122.89,Declined,2024-02-06,2024-06-02,122.89,108,86,2024-06-02 23:33:52,122.89,Summer,Weekend
1018,142,962,2024-04-24 10:03:13,127.87,18,3,6.99,20.97,1018,Credit Card,127.87,Completed,2024-04-24,2024-04-24,127.87,142,962,2024-04-24 10:03:13,127.87,Spring,Weekday
1018,142,962,2024-04-24 10:03:13,127.87,6,1,17.99,17.99,1018,Credit Card,127.87,Completed,2024-04-24,2024-04-24,127.87,142,962,2024-04-24 10:03:13,127.87,Spring,Weekday
1018,142,962,2024-04-24 10:03:13,127.87,7,2,14.99,29.98,1018,Credit Card,127.87,Completed,2024-04-24,2024-04-24,127.87,142,962,2024-04-24 10:03:13,127.87,Spring,Weekday
1018,142,962,2024-04-24 10:03:13,127.87,18,2,6.99,13.98,1018,Credit Card,127.87,Completed,2024-04-24,2024-04-24,127.87,142,962,2024-04-24 10:03:13,127.87,Spring,Weekday
1018,142,962,2024-04-24 10:03:13,127.87,3,1,18.99,18.99,1018,Credit Card,127.87,Completed,2024-04-24,2024-04-24,127.87,142,962,2024-04-24 10:03:13,127.87,Spring,Weekday
1018,142,962,2024-04-24 10:03:13,127.87,16,2,7.99,15.98,1018,Credit Card,127.87,Completed,2024-04-24,2024-04-24,127.87,142,962,2024-04-24 10:03:13,127.87,Spring,Weekday
1018,142,962,2024-04-24 10:03:13,127.87,20,2,4.99,9.98,1018,Credit Card,127.87,Completed,2024-04-24,2024-04-24,127.87,142,962,2024-04-24 10:03:13,127.87,Spring,Weekday
1019,11,602,2024-10-17 12:06:47,118.91,19,1,5.49,5.49,1019,Cash,118.91,Declined,2024-10-17,2024-10-17,118.91,11,602,2024-10-17 12:06:47,118.91,Fall,Weekday
1019,11,602,2024-10-17 12:06:47,118.91,13,3,21.49,64.47,1019,Cash,118.91,Declined,2024-10-17,2024-10-17,118.91,11,602,2024-10-17 12:06:47,118.91,Fall,Weekday
1019,11,602,2024-10-17 12:06:47,118.91,12,2,13.99,27.98,1019,Cash,118.91,Declined,2024-10-17,2024-10-17,118.91,11,602,2024-10-17 12:06:47,118.91,Fall,Weekday
1019,11,602,2024-10-17 12:06:47,118.91,18,3,6.99,20.97,1019,Cash,118.91,Declined,2024-10-17,2024-10-17,118.91,11,602,2024-10-17 12:06:47,118.91,Fall,Weekday
102,324,236,2024-12-26 04:33:42,79.44,13,3,21.49,64.47,102,Credit Card,79.44,Completed,2024-12-26,2024-12-26,79.44,324,236,2024-12-26 04:33:42,79.44,Winter,Weekday
102,324,236,2024-12-26 04:33:42,79.44,20,3,4.99,14.97,102,Credit Card,79.44,Completed,2024-12-26,2024-12-26,79.44,324,236,2024-12-26 04:33:42,79.44,Winter,Weekday
1020,314,171,2024-06-30 13:06:13,137.38,19,3,5.49,16.47,1020,Credit Card,137.38,Declined,2024-06-30,2024-06-30,137.38,314,171,2024-06-30 13:06:13,137.38,Summer,Weekend
1020,314,171,2024-06-30 13:06:13,137.38,20,1,4.99,4.99,1020,Credit Card,137.38,Declined,2024-06-30,2024-06-30,137.38,314,171,2024-06-30 13:06:13,137.38,Summer,Weekend
1020,314,171,2024-06-30 13:06:13,137.38,10,3,24.99,74.97,1020,Credit Card,137.38,Declined,2024-06-30,2024-06-30,137.38,314,171,2024-06-30 13:06:13,137.38,Summer,Weekend
1020,314,171,2024-06-30 13:06:13,137.38,20,2,4.99,9.98,1020,Credit Card,137.38,Declined,2024-06-30,2024-06-30,137.38,314,171,2024-06-30 13:06:13,137.38,Summer,Weekend
1020,314,171,2024-06-30 13:06:13,137.38,9,1,19.99,19.99,1020,Credit Card,137.38,Declined,2024-06-30,2024-06-30,137.38,314,171,2024-06-30 13:06:13,137.38,Summer,Weekend
1020,314,171,2024-06-30 13:06:13,137.38,19,2,5.49,10.98,1020,Credit Card,137.38,Declined,2024-06-30,2024-06-30,137.38,314,171,2024-06-30 13:06:13,137.38,Summer,Weekend
1021,19,938,2024-02-18 13:53:21,194.86999999999998,10,2,24.99,49.98,1021,Credit Card,194.86999999999998,Completed,2024-02-18,2024-02-18,194.86999999999998,19,938,2024-02-18 13:53:21,194.86999999999998,Winter,Weekend
1021,19,938,2024-02-18 13:53:21,194.86999999999998,10,3,24.99,74.97,1021,Credit Card,194.86999999999998,Completed,2024-02-18,2024-02-18,194.86999999999998,19,938,2024-02-18 13:53:21,194.86999999999998,Winter,Weekend
1021,19,938,2024-02-18 13:53:21,194.86999999999998,3,2,18.99,37.98,1021,Credit Card,194.86999999999998,Completed,2024-02-18,2024-02-18,194.86999999999998,19,938,2024-02-18 13:53:21,194.86999999999998,Winter,Weekend
1021,19,938,2024-02-18 13:53:21,194.86999999999998,19,1,5.49,5.49,1021,Credit Card,194.86999999999998,Completed,2024-02-18,2024-02-18,194.86999999999998,19,938,2024-02-18 13:53:21,194.86999999999998,Winter,Weekend
1021,19,938,2024-02-18 13:53:21,194.86999999999998,19,3,5.49,16.47,1021,Credit Card,194.86999999999998,Completed,2024-02-18,2024-02-18,194.86999999999998,19,938,2024-02-18 13:53:21,194.86999999999998,Winter,Weekend
1021,19,938,2024-02-18 13:53:21,194.86999999999998,20,2,4.99,9.98,1021,Credit Card,194.86999999999998,Completed,2024-02-18,2024-02-18,194.86999999999998,19,938,2024-02-18 13:53:21,194.86999999999998,Winter,Weekend
1022,302,375,2024-10-04 09:39:16,162.87,7,3,14.99,44.97,1022,Credit Card,162.87,Completed,2024-04-10,2024-10-04,162.87,302,375,2024-10-04 09:39:16,162.87,Fall,Weekday
1022,302,375,2024-10-04 09:39:16,162.87,9,1,19.99,19.99,1022,Credit Card,162.87,Completed,2024-04-10,2024-10-04,162.87,302,375,2024-10-04 09:39:16,162.87,Fall,Weekday
1022,302,375,2024-10-04 09:39:16,162.87,20,2,4.99,9.98,1022,Credit Card,162.87,Completed,2024-04-10,2024-10-04,162.87,302,375,2024-10-04 09:39:16,162.87,Fall,Weekday
1022,302,375,2024-10-04 09:39:16,162.87,16,3,7.99,23.97,1022,Credit Card,162.87,Completed,2024-04-10,2024-10-04,162.87,302,375,2024-10-04 09:39:16,162.87,Fall,Weekday
1022,302,375,2024-10-04 09:39:16,162.87,16,2,7.99,15.98,1022,Credit Card,162.87,Completed,2024-04-10,2024-10-04,162.87,302,375,2024-10-04 09:39:16,162.87,Fall,Weekday
1022,302,375,2024-10-04 09:39:16,162.87,15,2,23.99,47.98,1022,Credit Card,162.87,Completed,2024-04-10,2024-10-04,162.87,302,375,2024-10-04 09:39:16,162.87,Fall,Weekday
1023,298,446,2024-06-29 13:37:13,59.97,9,3,19.99,59.97,1023,Credit Card,59.97,Completed,2024-06-29,2024-06-29,59.97,298,446,2024-06-29 13:37:13,59.97,Summer,Weekend
1024,369,919,2024-07-28 20:13:55,154.41,13,3,21.49,64.47,1024,Credit Card,154.41,Completed,2024-07-28,2024-07-28,154.41,369,919,2024-07-28 20:13:55,154.41,Summer,Weekend
1024,369,919,2024-07-28 20:13:55,154.41,20,2,4.99,9.98,1024,Credit Card,154.41,Completed,2024-07-28,2024-07-28,154.41,369,919,2024-07-28 20:13:55,154.41,Summer,Weekend
1024,369,919,2024-07-28 20:13:55,154.41,20,1,4.99,4.99,1024,Credit Card,154.41,Completed,2024-07-28,2024-07-28,154.41,369,919,2024-07-28 20:13:55,154.41,Summer,Weekend
1024,369,919,2024-07-28 20:13:55,154.41,10,3,24.99,74.97,1024,Credit Card,154.41,Completed,2024-07-28,2024-07-28,154.41,369,919,2024-07-28 20:13:55,154.41,Summer,Weekend
1025,325,986,2024-07-25 15:26:37,153.93,15,3,23.99,71.97,1025,Credit Card,153.93,Completed,2024-07-25,2024-07-25,153.93,325,986,2024-07-25 15:26:37,153.93,Summer,Weekday
1025,325,986,2024-07-25 15:26:37,153.93,1,2,15.99,31.98,1025,Credit Card,153.93,Completed,2024-07-25,2024-07-25,153.93,325,986,2024-07-25 15:26:37,153.93,Summer,Weekday
1025,325,986,2024-07-25 15:26:37,153.93,10,2,24.99,49.98,1025,Credit Card,153.93,Completed,2024-07-25,2024-07-25,153.93,325,986,2024-07-25 15:26:37,153.93,Summer,Weekday
1026,89,783,2024-12-09 12:29:53,143.94,4,3,22.99,68.97,1026,Mobile Payment,143.94,Declined,2024-09-12,2024-12-09,143.94,89,783,2024-12-09 12:29:53,143.94,Winter,Weekday
1026,89,783,2024-12-09 12:29:53,143.94,10,3,24.99,74.97,1026,Mobile Payment,143.94,Declined,2024-09-12,2024-12-09,143.94,89,783,2024-12-09 12:29:53,143.94,Winter,Weekday
1027,268,796,2024-10-01 16:46:54,19.97,16,1,7.99,7.99,1027,Credit Card,19.97,Completed,2024-01-10,2024-10-01,19.97,268,796,2024-10-01 16:46:54,19.97,Fall,Weekday
1027,268,796,2024-10-01 16:46:54,19.97,17,2,5.99,11.98,1027,Credit Card,19.97,Completed,2024-01-10,2024-10-01,19.97,268,796,2024-10-01 16:46:54,19.97,Fall,Weekday
1028,236,537,2024-02-19 04:53:09,34.95,16,2,7.99,15.98,1028,Mobile Payment,34.95,Completed,2024-02-19,2024-02-19,34.95,236,537,2024-02-19 04:53:09,34.95,Winter,Weekday
1028,236,537,2024-02-19 04:53:09,34.95,18,1,6.99,6.99,1028,Mobile Payment,34.95,Completed,2024-02-19,2024-02-19,34.95,236,537,2024-02-19 04:53:09,34.95,Winter,Weekday
1028,236,537,2024-02-19 04:53:09,34.95,17,1,5.99,5.99,1028,Mobile Payment,34.95,Completed,2024-02-19,2024-02-19,34.95,236,537,2024-02-19 04:53:09,34.95,Winter,Weekday
1028,236,537,2024-02-19 04:53:09,34.95,17,1,5.99,5.99,1028,Mobile Payment,34.95,Completed,2024-02-19,2024-02-19,34.95,236,537,2024-02-19 04:53:09,34.95,Winter,Weekday
