order_id,store_id,customer_id,order_date,total_amount
190,352,984,2024-05-28 17:27:46,23.98
191,98,16,2024-10-15 15:28:14,96.42
192,206,721,2024-10-23 22:54:10,190.81999999999996
193,325,754,2024-03-11 21:14:00,32.95
194,45,948,2024-11-09 14:40:48,281.87
195,328,538,2024-08-31 11:01:19,5.49
196,14,795,2024-05-18 18:29:24,16.47
197,95,160,2024-02-26 09:48:26,56.42
198,249,972,2024-12-09 19:47:43,61.94
199,24,706,2024-05-02 04:56:58,59.910000000000004
200,280,342,2024-09-07 14:38:01,47.98
201,267,186,2024-02-22 18:54:02,156.89999999999998
202,23,386,2024-04-27 06:18:32,235.83999999999997
203,300,869,2024-10-02 00:31:15,161.88
204,148,868,2024-12-06 13:34:15,151.91
205,296,362,2024-02-27 02:17:53,9.98
206,153,135,2024-08-05 04:59:32,17.47
207,62,103,2024-07-05 18:00:42,86.96
208,333,982,2024-09-11 19:52:21,104.89999999999998
209,349,361,2024-12-25 05:47:45,10.98
210,57,485,2024-03-19 09:29:52,10.48
211,220,800,2024-01-25 20:22:14,153.91
212,237,536,2024-11-18 21:28:40,44.959999999999994
213,205,825,2024-02-24 05:44:15,133.38
214,86,439,2024-03-16 08:10:40,130.9
215,328,26,2024-06-23 06:24:43,32.959999999999994
216,207,809,2024-06-01 03:05:29,107.91
217,271,218,2024-03-05 22:56:05,100.39
218,390,465,2024-07-08 12:02:10,54.97
219,329,750,2024-11-09 04:55:38,159.39000000000001
220,136,312,2024-04-09 18:29:55,138.38
221,110,478,2024-08-09 09:56:36,65.95
222,297,532,2024-11-09 18:09:14,72.94999999999999
223,90,489,2024-10-31 13:05:45,15.99
224,141,818,2024-10-08 17:18:05,20.97
225,88,753,2024-10-12 20:53:27,149.41
226,40,284,2024-05-10 10:28:56,62.45
227,115,464,2024-07-16 07:11:11,98.94
228,238,167,2024-05-26 08:21:52,130.88
229,178,946,2024-01-07 02:49:15,155.90999999999997
230,364,11,2024-10-27 12:59:19,278.87
231,386,311,2024-01-06 01:08:55,96.88
232,18,880,2024-02-02 09:24:17,41.96
233,369,594,2024-06-07 18:44:18,63.949999999999996
234,264,573,2024-11-30 14:21:01,34.96
235,104,796,2024-06-10 08:23:23,141.39000000000001
236,134,319,2024-12-07 00:58:17,100.38999999999999
237,23,735,2024-12-17 17:00:10,78.89
238,283,484,2024-11-20 23:17:36,14.97
239,309,918,2024-01-20 01:14:24,136.9
240,206,23,2024-07-03 15:42:41,146.89
241,254,804,2024-07-31 12:18:41,24.99
242,122,426,2024-11-06 07:32:16,166.9
243,302,241,2024-04-12 16:17:13,71.96
244,151,68,2024-12-31 02:42:54,98.93
245,167,684,2024-02-25 09:22:20,224.35
246,284,559,2024-12-05 05:31:24,118.39999999999999
247,398,10,2024-12-11 22:22:32,136.91
248,338,150,2024-03-31 16:07:50,42.45
249,262,139,2024-12-08 02:28:18,28.950000000000003
250,340,941,2024-02-21 01:39:32,86.91
251,35,554,2024-08-20 08:46:58,93.44
252,330,847,2024-10-28 09:45:51,118.91999999999999
253,97,992,2024-05-19 02:26:34,238.83999999999997
254,375,142,2024-01-22 08:40:29,153.35
255,220,244,2024-07-13 15:16:59,13.98
256,95,667,2024-10-17 14:32:31,108.91999999999999
257,36,133,2024-11-20 12:35:34,7.99
258,369,937,2024-04-17 19:44:45,32.96
259,315,468,2024-05-29 09:22:47,73.92
260,71,66,2024-10-04 17:10:02,178.85
261,392,750,2024-08-10 08:56:43,41.97
262,3,198,2024-06-15 00:13:16,20.97
263,94,358,2024-08-20 11:27:01,67.94
264,245,644,2024-04-26 10:46:42,46.449999999999996
265,145,429,2024-07-26 10:11:40,200.41
266,381,107,2024-08-24 01:31:57,219.85
267,38,928,2024-06-10 00:56:22,40.97
268,66,388,2024-05-21 08:15:52,68.93
269,356,299,2024-10-13 05:14:09,47.97
270,1,950,2024-12-28 23:14:42,77.94
271,97,157,2024-11-13 19:55:59,17.97
272,97,130,2024-03-03 15:17:11,153.9
273,339,83,2024-09-25 02:25:48,169.39
274,163,151,2024-07-22 13:20:15,84.96
275,52,404,2024-02-28 23:35:11,161.83
276,262,371,2024-07-12 19:02:10,25.98
277,287,733,2024-04-19 05:47:11,124.39
278,283,640,2024-11-19 08:07:51,96.39999999999999
279,202,98,2024-09-03 05:52:21,256.81999999999994
280,70,561,2024-11-07 13:48:43,271.82
281,319,770,2024-08-07 12:50:23,47.98
282,334,528,2024-01-26 09:58:14,9.98
283,42,761,2024-03-30 04:20:00,141.88
284,204,67,2024-11-26 21:25:04,126.42999999999999
285,103,966,2024-11-21 12:59:08,91.93999999999998
286,313,859,2024-10-13 05:49:35,140.85999999999999
287,331,194,2024-09-26 08:02:58,103.92
288,28,526,2024-05-21 22:54:12,17.99
289,161,115,2024-04-03 06:04:34,65.94
290,399,677,2024-12-11 20:09:13,172.89000000000001
291,289,532,2024-07-02 01:08:01,76.92999999999999
292,355,994,2024-01-13 08:01:31,151.89
293,34,647,2024-10-29 20:15:53,104.92999999999999
294,67,77,2024-04-02 16:38:22,41.94
295,180,586,2024-02-16 14:52:53,15.47
296,349,273,2024-01-27 01:46:46,165.38
297,60,500,2024-07-28 14:34:40,14.97
298,76,982,2024-07-06 18:51:40,192.85999999999999
299,335,10,2024-05-09 19:19:53,89.42999999999999
300,247,771,2024-03-27 12:16:30,60.95
301,41,135,2024-12-17 00:45:39,181.88
302,18,455,2024-07-27 23:01:24,131.89
303,150,885,2024-04-22 01:57:05,60.95
304,94,833,2024-07-15 17:35:13,19.98
305,38,655,2024-03-18 03:15:57,206.35000000000002
306,72,700,2024-02-03 00:47:19,45.98
307,214,831,2024-07-14 13:33:23,132.91
308,47,807,2024-08-30 20:37:53,93.42
309,219,891,2024-09-27 20:35:30,63.97
310,152,915,2024-12-24 11:04:35,171.89
311,238,352,2024-11-06 04:07:31,147.89999999999998
312,110,397,2024-06-05 02:43:02,115.88000000000001
313,50,918,2024-02-10 09:13:19,163.35999999999999
314,112,558,2024-02-25 08:05:54,159.89
315,38,663,2024-07-09 05:42:13,82.39
316,340,58,2024-01-29 19:44:59,114.89999999999999
317,68,453,2024-06-12 01:35:52,5.99
318,354,874,2024-04-17 09:29:49,66.95
319,60,372,2024-02-07 04:44:25,152.35
320,176,401,2024-05-25 10:48:06,203.34
321,399,273,2024-10-21 15:55:02,61.92
322,57,331,2024-11-13 11:34:04,20.99
323,311,747,2024-01-22 01:44:50,182.89
324,271,739,2024-08-11 21:18:53,96.93
325,243,698,2024-09-01 22:03:12,115.89999999999999
326,381,862,2024-04-09 05:35:45,50.97
327,8,680,2024-10-31 05:26:32,56.42
328,247,180,2024-03-04 13:09:29,171.83999999999995
329,39,712,2024-07-02 07:12:45,132.91
330,28,32,2024-04-06 02:21:12,192.87999999999997
331,266,494,2024-02-26 03:08:07,60.91
332,59,764,2024-02-01 23:13:33,227.82999999999998
333,104,466,2024-02-22 11:15:39,152.9
334,322,940,2024-11-09 19:27:17,143.92000000000002
335,234,810,2024-12-06 17:36:53,218.88
336,24,497,2024-02-25 09:29:12,137.91
337,198,354,2024-01-27 21:25:59,167.35999999999999
338,222,126,2024-05-20 17:54:24,13.98
339,289,783,2024-04-09 02:38:19,185.86999999999998
340,185,533,2024-04-30 23:28:56,133.89000000000001
341,279,259,2024-05-08 13:19:38,21.96
342,373,977,2024-01-20 00:45:24,79.94
343,197,172,2024-11-06 13:29:52,74.97
344,154,196,2024-12-10 08:19:32,126.89999999999999
345,181,497,2024-12-20 16:18:21,171.88
346,326,597,2024-02-09 22:52:09,56.97
347,78,791,2024-05-19 17:18:14,170.37
348,269,944,2024-02-10 02:20:00,159.87
349,7,248,2024-03-24 14:32:52,261.86
350,353,529,2024-09-19 22:11:15,46.959999999999994
351,334,245,2024-08-11 17:06:06,61.93
352,2,680,2024-04-20 18:22:08,32.98
353,319,834,2024-08-11 18:40:38,90.42999999999999
354,178,448,2024-03-27 20:06:36,5.49
355,350,830,2024-10-07 01:43:44,24.99
356,298,626,2024-08-21 23:01:38,85.91
357,216,407,2024-05-19 12:21:31,252.85
358,360,847,2024-12-07 03:40:39,84.95
359,147,517,2024-10-24 23:55:49,85.92
360,117,356,2024-05-14 16:43:15,152.92
361,184,51,2024-12-23 06:11:45,90.92999999999999
362,203,517,2024-05-16 12:41:48,45.93
363,72,883,2024-05-20 08:39:26,25.96
364,79,258,2024-08-11 20:51:39,119.89
365,245,705,2024-01-28 06:16:25,122.92999999999999
366,237,90,2024-03-27 17:20:35,71.93
367,34,250,2024-11-17 10:32:05,5.49
368,225,83,2024-12-14 22:09:24,80.86999999999999
369,74,485,2024-12-27 03:13:33,24.46
370,175,237,2024-12-25 20:11:31,62.96
371,137,228,2024-05-01 10:16:42,104.44
372,382,900,2024-04-02 19:00:28,85.44999999999999
373,18,992,2024-10-18 19:15:19,117.88999999999999
374,316,270,2024-08-08 12:17:22,125.86999999999999
375,99,463,2024-10-01 08:48:16,102.94999999999999
376,166,536,2024-10-12 01:20:29,189.89000000000001
377,283,300,2024-02-19 19:14:43,111.91999999999999
378,224,566,2024-02-05 12:20:35,136.92
379,244,507,2024-07-19 13:07:43,37.95
380,32,344,2024-11-08 21:36:42,25.46
381,141,21,2024-01-03 13:51:52,191.88
382,300,244,2024-02-19 21:46:16,34.459999999999994
383,302,355,2024-04-02 23:55:02,98.92
384,129,722,2024-02-03 03:15:30,55.42999999999999
385,198,324,2024-07-19 12:35:40,94.44
386,321,101,2024-01-02 01:13:56,39.98
387,251,419,2024-09-02 01:27:13,162.86999999999998
388,141,71,2024-12-08 05:59:25,102.91999999999999
389,75,232,2024-05-29 01:05:03,62.97
390,153,896,2024-01-03 06:44:13,20.97
391,205,210,2024-11-12 23:26:43,71.91
392,383,452,2024-08-31 16:09:31,96.92
393,237,263,2024-12-13 13:12:02,254.84
394,157,501,2024-09-28 04:53:25,52.47
395,74,581,2024-03-06 00:20:39,157.35
396,328,164,2024-09-18 07:26:10,149.87
397,25,338,2024-04-03 05:55:52,32.94
398,234,726,2024-05-02 22:11:13,128.42
399,46,218,2024-12-29 00:11:41,207.82999999999998
400,138,480,2024-06-12 16:20:36,14.97
401,10,592,2024-04-11 01:36:27,140.41000000000003
402,158,669,2024-12-26 00:12:48,102.90999999999998
403,265,775,2024-10-20 22:01:23,22.46
404,384,746,2024-11-04 20:27:44,125.92
405,241,467,2024-04-24 23:46:46,27.98
406,14,265,2024-11-11 13:31:53,250.84
407,191,503,2024-08-04 04:41:27,300.35
408,23,788,2024-08-06 11:50:13,125.41999999999999
409,37,554,2024-01-31 01:50:36,50.97
410,222,107,2024-12-23 20:08:10,173.39
411,193,192,2024-04-29 16:58:05,145.4
412,157,856,2024-12-12 17:36:25,25.98
413,145,293,2024-07-03 07:13:01,13.98
414,335,416,2024-09-27 07:37:00,61.41
415,383,796,2024-09-10 21:52:47,244.32999999999998
416,52,539,2024-11-07 04:44:46,101.42999999999999
417,310,837,2024-03-26 19:41:02,242.81
418,283,479,2024-01-27 05:52:51,130.9
419,343,296,2024-02-09 08:38:13,64.94
420,264,372,2024-12-06 10:10:48,37.98
421,68,245,2024-01-24 15:46:53,68.94999999999999
422,385,631,2024-09-01 23:27:33,5.49
423,293,295,2024-05-14 20:04:00,4.99
424,152,799,2024-03-18 09:05:00,196.85999999999999
425,43,370,2024-12-22 15:08:22,198.88000000000002
426,133,681,2024-12-25 08:59:14,35.98
427,109,994,2024-07-19 17:39:18,52.92999999999999
428,225,148,2024-07-06 10:44:58,25.96
429,387,499,2024-12-29 05:43:14,70.96
430,386,515,2024-11-21 20:07:17,292.35
431,21,527,2024-12-02 22:42:45,39.98
432,26,931,2024-05-07 12:08:15,223.33999999999997
433,390,998,2024-11-18 15:42:43,60.95
434,332,457,2024-03-07 03:05:25,86.40999999999998
435,279,594,2024-03-28 00:11:10,155.41
436,20,468,2024-02-06 22:29:17,176.36999999999998
437,248,416,2024-12-22 14:21:30,61.410000000000004
438,231,203,2024-02-16 10:25:35,173.36999999999998
439,338,748,2024-12-23 04:12:48,49.95
440,65,510,2024-05-18 08:18:02,98.93
441,38,593,2024-06-07 00:17:12,76.94
442,392,702,2024-03-07 03:12:07,35.97
443,237,292,2024-12-02 06:59:27,53.97
444,47,586,2024-06-12 14:36:45,19.48
445,245,829,2024-07-13 17:54:09,226.86
446,170,434,2024-06-16 15:51:48,132.91
447,137,458,2024-02-19 09:39:29,54.97
448,337,947,2024-07-10 16:24:56,198.84
449,123,483,2024-03-16 12:48:13,254.35999999999999
450,279,827,2024-10-18 02:34:37,106.44
451,16,825,2024-12-11 10:02:41,64.45
452,89,658,2024-10-03 21:44:59,232.36999999999998
453,153,233,2024-08-20 02:01:07,110.91
454,60,68,2024-08-20 23:48:05,53.94
455,306,797,2024-06-18 03:50:35,98.94999999999999
456,114,954,2024-02-22 14:07:27,49.94
457,382,426,2024-04-30 14:08:02,83.42
458,345,808,2024-02-05 12:31:46,91.94
459,315,131,2024-04-27 06:11:49,41.449999999999996
460,135,26,2024-12-28 22:21:58,51.93
461,27,604,2024-09-06 00:13:52,64.47
462,297,727,2024-11-12 21:48:44,200.39
463,213,341,2024-08-03 06:10:27,127.42999999999999
464,67,366,2024-03-03 15:56:09,84.94
465,209,170,2024-12-24 23:21:46,74.42
466,46,930,2024-08-03 01:14:33,176.85
467,96,133,2024-11-30 07:23:02,90.38
468,20,354,2024-08-25 03:26:50,155.86999999999995
469,263,219,2024-06-17 04:14:28,105.91999999999999
470,375,951,2024-09-01 08:08:48,112.39999999999999
471,83,56,2024-09-30 17:34:04,188.34
472,71,927,2024-10-18 05:27:24,95.91
473,48,798,2024-07-27 05:02:23,41.96
474,209,560,2024-11-27 10:00:32,113.94999999999999
475,17,565,2024-05-15 14:47:52,255.33999999999997
476,316,181,2024-09-13 21:08:14,119.91999999999999
477,289,384,2024-12-20 08:02:14,37.94
478,209,270,2024-10-23 16:24:55,42.95
479,191,527,2024-03-05 17:23:47,141.42000000000002
480,72,42,2024-09-23 07:55:31,6.99
481,82,517,2024-04-01 23:43:56,187.83999999999997
482,112,61,2024-12-17 23:20:04,131.92000000000002
483,166,399,2024-11-24 02:12:21,83.94999999999999
484,231,453,2024-09-09 02:59:41,53.91
485,28,668,2024-09-24 09:19:22,79.93
486,365,278,2024-12-15 21:59:22,62.47
487,17,659,2024-02-20 11:11:47,86.94999999999999
488,120,677,2024-01-28 20:24:30,100.92
489,13,72,2024-11-15 17:08:47,5.99
490,27,647,2024-06-05 07:04:15,245.35999999999996
491,180,531,2024-12-04 05:57:10,21.96
492,259,860,2024-03-03 23:31:10,39.97
493,324,17,2024-04-26 21:41:04,29.979999999999997
494,167,891,2024-04-28 12:27:39,96.91999999999999
495,247,262,2024-02-04 15:22:38,37.96
496,329,834,2024-08-18 14:03:54,125.88999999999999
497,354,949,2024-03-31 22:19:44,27.96
498,212,917,2024-03-30 19:06:07,142.92
499,253,139,2024-04-25 07:00:19,35.97
500,278,184,2024-09-14 09:07:15,23.97
501,194,778,2024-05-13 11:09:22,66.93
502,396,30,2024-07-28 21:58:51,166.86999999999998
503,305,81,2024-03-03 16:01:45,74.44
504,250,47,2024-05-31 12:27:53,46.97
505,182,425,2024-11-27 08:12:23,168.38
506,87,718,2024-04-27 18:36:20,125.87999999999998
507,261,851,2024-07-14 03:36:35,140.91
508,67,923,2024-09-08 13:52:11,176.86999999999998
509,323,594,2024-01-11 23:37:57,48.93
510,200,566,2024-01-16 22:13:10,20.96
511,20,844,2024-07-02 20:30:23,120.91999999999999
512,144,387,2024-12-15 17:35:35,44.94
513,355,933,2024-04-12 20:50:58,130.89
514,304,487,2024-03-27 03:06:52,106.93999999999998
515,214,593,2024-10-20 10:30:05,15.99
516,3,680,2024-01-16 20:42:47,45.98
517,98,567,2024-10-02 21:08:47,111.87999999999998
518,146,93,2024-05-19 14:53:58,182.32
519,231,688,2024-06-15 17:50:07,22.979999999999997
520,22,937,2024-06-12 02:17:43,81.89999999999999
521,145,370,2024-09-01 20:49:54,203.84999999999997
522,85,987,2024-05-06 15:49:34,115.92999999999999
523,355,352,2024-06-12 18:14:12,131.87
524,51,102,2024-05-30 14:24:05,31.95
525,40,992,2024-03-17 17:27:55,35.96
526,230,345,2024-11-15 08:36:57,110.89999999999999
527,238,723,2024-01-27 12:56:30,118.44
528,120,664,2024-11-01 07:18:28,59.94
529,37,68,2024-08-04 21:17:12,176.87999999999997
530,175,986,2024-12-07 07:27:45,118.40999999999998
531,324,889,2024-02-19 17:45:42,103.39999999999999
532,399,964,2024-08-03 15:46:39,165.39
533,107,277,2024-02-23 06:57:38,69.91000000000001
534,193,769,2024-04-04 20:11:10,69.93
535,53,547,2024-03-13 09:06:21,96.92
536,117,372,2024-09-06 03:42:09,197.34
537,277,961,2024-06-13 14:34:32,72.91
538,354,919,2024-12-12 14:07:07,243.36000000000004
539,114,842,2024-11-01 03:13:40,131.87
540,318,714,2024-08-02 09:36:34,65.96
541,212,693,2024-01-15 09:28:13,93.92999999999999
542,259,927,2024-02-15 18:15:57,231.86
543,266,88,2024-02-28 07:08:02,119.84999999999998
544,37,288,2024-05-29 08:07:11,99.93
545,259,510,2024-04-22 11:22:47,252.84
546,379,407,2024-11-21 03:43:48,119.94
547,59,921,2024-08-12 02:24:42,93.87
548,386,330,2024-10-07 20:05:18,192.35999999999999
549,99,895,2024-01-09 10:25:28,103.37
550,276,431,2024-05-27 17:37:32,89.39999999999999
551,331,350,2024-11-25 06:12:54,153.9
552,255,91,2024-02-10 06:48:24,50.97
553,18,477,2024-09-21 03:47:29,40.440000000000005
554,310,515,2024-12-03 12:41:47,226.35
555,306,780,2024-02-12 05:19:56,47.98
556,3,924,2024-08-03 20:18:08,24.99
557,296,321,2024-07-05 05:46:12,92.92999999999999
558,302,854,2024-09-01 23:37:15,182.9
559,278,25,2024-11-28 06:53:53,287.85
560,322,701,2024-04-21 16:56:44,113.88
561,73,200,2024-03-19 05:18:22,188.39
562,61,700,2024-12-26 20:58:06,117.39999999999999
563,119,478,2024-04-25 06:02:32,90.91
564,345,240,2024-10-21 14:05:48,50.949999999999996
565,324,161,2024-01-26 02:47:55,18.99
566,291,457,2024-05-07 17:27:17,56.44
567,359,742,2024-01-30 22:17:49,33.95
568,128,986,2024-09-30 17:15:45,16.97
569,24,610,2024-03-21 07:58:01,114.37
570,321,894,2024-07-21 09:22:21,100.9
571,338,815,2024-10-08 04:25:57,119.92
572,35,283,2024-09-21 04:46:01,49.47
573,349,640,2024-05-19 07:02:51,100.94
574,17,120,2024-12-03 16:22:35,156.38
575,251,401,2024-01-20 08:42:11,120.42999999999998
