payment_id,payment_method,amount,status,payment_date
310,Credit Card,171.89,Completed,12/24/2024
311,Cash,147.89999999999998,Timeout,11/06/2024
312,Credit Card,115.88000000000001,Completed,06/05/2024
313,Cash,163.35999999999999,Completed,02/10/2024
314,Credit Card,159.89,Completed,02/25/2024
315,Credit Card,82.39,Completed,07/09/2024
316,Cash,114.89999999999999,Completed,01/29/2024
317,Mobile Payment,5.99,Completed,06/12/2024
318,Cash,66.95,Timeout,04/17/2024
319,Credit Card,152.35,Completed,02/07/2024
320,Cash,203.34,Completed,05/25/2024
321,Credit Card,61.92,Declined,10/21/2024
322,Credit Card,20.99,Completed,11/13/2024
323,Credit Card,182.89,Completed,01/22/2024
324,Mobile Payment,96.93,Declined,08/11/2024
325,Credit Card,115.89999999999999,Completed,09/01/2024
326,Cash,50.97,Declined,04/09/2024
327,Credit Card,56.42,Completed,10/31/2024
328,Credit Card,171.83999999999995,Timeout,03/04/2024
329,Credit Card,132.91,Completed,07/02/2024
330,Credit Card,192.87999999999997,Completed,04/06/2024
331,Credit Card,60.91,Completed,02/26/2024
332,Credit Card,227.82999999999998,Completed,02/01/2024
333,Cash,152.9,Completed,02/22/2024
334,Credit Card,143.92000000000002,Completed,11/09/2024
335,Credit Card,218.88,Completed,12/06/2024
336,Credit Card,137.91,Declined,02/25/2024
337,Credit Card,167.35999999999999,Completed,01/27/2024
338,Cash,13.98,Declined,05/20/2024
339,Credit Card,185.86999999999998,Completed,04/09/2024
340,Mobile Payment,133.89000000000001,Completed,04/30/2024
341,Credit Card,21.96,Completed,05/08/2024
342,Credit Card,79.94,Completed,01/20/2024
343,Cash,74.97,Declined,11/06/2024
344,Credit Card,126.89999999999999,Completed,12/10/2024
345,Credit Card,171.88,Completed,12/20/2024
346,Cash,56.97,Completed,02/09/2024
347,Cash,170.37,Completed,05/19/2024
348,Credit Card,159.87,Completed,02/10/2024
349,Credit Card,261.86,Completed,03/24/2024
350,Credit Card,46.959999999999994,Completed,09/19/2024
351,Credit Card,61.93,Declined,08/11/2024
352,Credit Card,32.98,Completed,04/20/2024
353,Credit Card,90.42999999999999,Completed,08/11/2024
354,Credit Card,5.49,Completed,03/27/2024
355,Credit Card,24.99,Completed,10/07/2024
356,Mobile Payment,85.91,Completed,08/21/2024
357,Credit Card,252.85,Completed,05/19/2024
358,Mobile Payment,84.95,Completed,12/07/2024
359,Mobile Payment,85.92,Completed,10/24/2024
360,Credit Card,152.92,Completed,05/14/2024
361,Mobile Payment,90.92999999999999,Completed,12/23/2024
362,Credit Card,45.93,Completed,05/16/2024
363,Credit Card,25.96,Completed,05/20/2024
364,Credit Card,119.89,Completed,08/11/2024
365,Mobile Payment,122.92999999999999,Completed,01/28/2024
366,Mobile Payment,71.93,Completed,03/27/2024
367,Cash,5.49,Completed,11/17/2024
368,Mobile Payment,80.86999999999999,Completed,12/14/2024
369,Cash,24.46,Completed,12/27/2024
370,Mobile Payment,62.96,Completed,12/25/2024
371,Credit Card,104.44,Completed,05/01/2024
372,Cash,85.44999999999999,Completed,04/02/2024
373,Cash,117.88999999999999,Completed,10/18/2024
374,Credit Card,125.86999999999999,Declined,08/08/2024
375,Credit Card,102.94999999999999,Declined,10/01/2024
376,Credit Card,189.89000000000001,Completed,10/12/2024
377,Mobile Payment,111.91999999999999,Completed,02/19/2024
378,Credit Card,136.92,Declined,02/05/2024
379,Credit Card,37.95,Completed,07/19/2024
380,Cash,25.46,Completed,11/08/2024
381,Credit Card,191.88,Declined,01/03/2024
382,Cash,34.459999999999994,Completed,02/19/2024
383,Credit Card,98.92,Completed,04/02/2024
384,Credit Card,55.42999999999999,Completed,02/03/2024
385,Cash,94.44,Completed,07/19/2024
386,Credit Card,39.98,Completed,01/02/2024
387,Cash,162.86999999999998,Completed,09/02/2024
388,Credit Card,102.91999999999999,Completed,12/08/2024
389,Cash,62.97,Completed,05/29/2024
390,Credit Card,20.97,Completed,01/03/2024
391,Cash,71.91,Declined,11/12/2024
392,Mobile Payment,96.92,Completed,08/31/2024
393,Cash,254.84,Declined,12/13/2024
394,Mobile Payment,52.47,Completed,09/28/2024
395,Credit Card,157.35,Completed,03/06/2024
396,Credit Card,149.87,Completed,09/18/2024
397,Mobile Payment,32.94,Declined,04/03/2024
398,Cash,128.42,Declined,05/02/2024
399,Credit Card,207.82999999999998,Completed,12/29/2024
400,Credit Card,14.97,Completed,06/12/2024
401,Cash,140.41000000000003,Declined,04/11/2024
402,Cash,102.90999999999998,Completed,12/26/2024
403,Cash,22.46,Completed,10/20/2024
404,Credit Card,125.92,Declined,11/04/2024
405,Cash,27.98,Completed,04/24/2024
406,Credit Card,250.84,Declined,11/11/2024
407,Cash,300.35,Declined,08/04/2024
408,Credit Card,125.41999999999999,Completed,08/06/2024
409,Credit Card,50.97,Completed,01/31/2024
410,Mobile Payment,173.39,Completed,12/23/2024
411,Credit Card,145.4,Completed,04/29/2024
412,Cash,25.98,Completed,12/12/2024
413,Credit Card,13.98,Timeout,07/03/2024
414,Credit Card,61.41,Completed,09/27/2024
415,Credit Card,244.32999999999998,Completed,09/10/2024
416,Credit Card,101.42999999999999,Completed,11/07/2024
417,Credit Card,242.81,Completed,03/26/2024
418,Mobile Payment,130.9,Completed,01/27/2024
419,Credit Card,64.94,Completed,02/09/2024
420,Credit Card,37.98,Declined,12/06/2024
421,Cash,68.94999999999999,Completed,01/24/2024
422,Credit Card,5.49,Completed,09/01/2024
423,Cash,4.99,Completed,05/14/2024
424,Cash,196.85999999999999,Completed,03/18/2024
425,Cash,198.88000000000002,Completed,12/22/2024
426,Cash,35.98,Completed,12/25/2024
427,Cash,52.92999999999999,Completed,07/19/2024
428,Credit Card,25.96,Completed,07/06/2024
429,Credit Card,70.96,Completed,12/29/2024
430,Mobile Payment,292.35,Completed,11/21/2024
431,Credit Card,39.98,Completed,12/02/2024
432,Cash,223.33999999999997,Completed,05/07/2024
433,Cash,60.95,Declined,11/18/2024
434,Credit Card,86.40999999999998,Completed,03/07/2024
435,Credit Card,155.41,Completed,03/28/2024
436,Cash,176.36999999999998,Declined,02/06/2024
437,Mobile Payment,61.410000000000004,Timeout,12/22/2024
438,Credit Card,173.36999999999998,Completed,02/16/2024
439,Credit Card,49.95,Completed,12/23/2024
440,Credit Card,98.93,Declined,05/18/2024
441,Credit Card,76.94,Completed,06/07/2024
442,Credit Card,35.97,Completed,03/07/2024
443,Mobile Payment,53.97,Completed,12/02/2024
444,Credit Card,19.48,Completed,06/12/2024
445,Credit Card,226.86,Completed,07/13/2024
446,Credit Card,132.91,Timeout,06/16/2024
447,Credit Card,54.97,Completed,02/19/2024
448,Credit Card,198.84,Completed,07/10/2024
449,Credit Card,254.35999999999999,Completed,03/16/2024
450,Credit Card,106.44,Completed,10/18/2024
451,Credit Card,64.45,Completed,12/11/2024
452,Cash,232.36999999999998,Completed,10/03/2024
453,Mobile Payment,110.91,Completed,08/20/2024
454,Mobile Payment,53.94,Completed,08/20/2024
455,Credit Card,98.94999999999999,Completed,06/18/2024
456,Cash,49.94,Completed,02/22/2024
457,Cash,83.42,Completed,04/30/2024
458,Credit Card,91.94,Completed,02/05/2024
459,Credit Card,41.449999999999996,Completed,04/27/2024
460,Cash,51.93,Completed,12/28/2024
461,Cash,64.47,Completed,09/06/2024
462,Cash,200.39,Timeout,11/12/2024
463,Credit Card,127.42999999999999,Completed,08/03/2024
464,Cash,84.94,Completed,03/03/2024
465,Cash,74.42,Completed,12/24/2024
466,Credit Card,176.85,Completed,08/03/2024
467,Mobile Payment,90.38,Completed,11/30/2024
468,Credit Card,155.86999999999995,Declined,08/25/2024
469,Credit Card,105.91999999999999,Completed,06/17/2024
470,Credit Card,112.39999999999999,Completed,09/01/2024
471,Cash,188.34,Completed,09/30/2024
472,Credit Card,95.91,Completed,10/18/2024
473,Credit Card,41.96,Completed,07/27/2024
474,Mobile Payment,113.94999999999999,Completed,11/27/2024
475,Cash,255.33999999999997,Declined,05/15/2024
476,Credit Card,119.91999999999999,Completed,09/13/2024
477,Credit Card,37.94,Completed,12/20/2024
478,Mobile Payment,42.95,Completed,10/23/2024
479,Cash,141.42000000000002,Completed,03/05/2024
480,Cash,6.99,Completed,09/23/2024
481,Credit Card,187.83999999999997,Declined,04/01/2024
482,Credit Card,131.92000000000002,Completed,12/17/2024
483,Mobile Payment,83.94999999999999,Completed,11/24/2024
484,Credit Card,53.91,Completed,09/09/2024
485,Cash,79.93,Completed,09/24/2024
486,Credit Card,62.47,Completed,12/15/2024
487,Cash,86.94999999999999,Completed,02/20/2024
488,Cash,100.92,Declined,01/28/2024
489,Credit Card,5.99,Completed,11/15/2024
490,Credit Card,245.35999999999996,Completed,06/05/2024
491,Credit Card,21.96,Completed,12/04/2024
492,Credit Card,39.97,Completed,03/03/2024
493,Credit Card,29.979999999999997,Completed,04/26/2024
494,Credit Card,96.91999999999999,Completed,04/28/2024
495,Cash,37.96,Completed,02/04/2024
496,Cash,125.88999999999999,Completed,08/18/2024
497,Credit Card,27.96,Completed,03/31/2024
498,Mobile Payment,142.92,Completed,03/30/2024
499,Cash,35.97,Completed,04/25/2024
500,Credit Card,23.97,Completed,09/14/2024
501,Cash,66.93,Completed,05/13/2024
502,Cash,166.86999999999998,Completed,07/28/2024
503,Credit Card,74.44,Declined,03/03/2024
504,Credit Card,46.97,Completed,05/31/2024
505,Mobile Payment,168.38,Completed,11/27/2024
506,Cash,125.87999999999998,Completed,04/27/2024
507,Credit Card,140.91,Completed,07/14/2024
508,Mobile Payment,176.86999999999998,Completed,09/08/2024
509,Credit Card,48.93,Completed,01/11/2024
510,Credit Card,20.96,Completed,01/16/2024
511,Cash,120.91999999999999,Declined,07/02/2024
512,Credit Card,44.94,Completed,12/15/2024
513,Mobile Payment,130.89,Completed,04/12/2024
514,Cash,106.93999999999998,Completed,03/27/2024
515,Credit Card,15.99,Completed,10/20/2024
516,Credit Card,45.98,Completed,01/16/2024
517,Credit Card,111.87999999999998,Declined,10/02/2024
518,Credit Card,182.32,Completed,05/19/2024
519,Cash,22.979999999999997,Completed,06/15/2024
520,Mobile Payment,81.89999999999999,Completed,06/12/2024
521,Credit Card,203.84999999999997,Declined,09/01/2024
522,Credit Card,115.92999999999999,Completed,05/06/2024
523,Credit Card,131.87,Completed,06/12/2024
524,Credit Card,31.95,Completed,05/30/2024
525,Credit Card,35.96,Completed,03/17/2024
526,Credit Card,110.89999999999999,Completed,11/15/2024
527,Credit Card,118.44,Completed,01/27/2024
528,Credit Card,59.94,Completed,11/01/2024
529,Cash,176.87999999999997,Completed,08/04/2024
530,Credit Card,118.40999999999998,Completed,12/07/2024
531,Cash,103.39999999999999,Timeout,02/19/2024
532,Credit Card,165.39,Declined,08/03/2024
533,Cash,69.91000000000001,Completed,02/23/2024
534,Credit Card,69.93,Completed,04/04/2024
535,Mobile Payment,96.92,Completed,03/13/2024
536,Cash,197.34,Completed,09/06/2024
537,Cash,72.91,Timeout,06/13/2024
538,Cash,243.36000000000004,Declined,12/12/2024
539,Credit Card,131.87,Timeout,11/01/2024
540,Cash,65.96,Completed,08/02/2024
541,Credit Card,93.92999999999999,Completed,01/15/2024
542,Credit Card,231.86,Completed,02/15/2024
543,Credit Card,119.84999999999998,Completed,02/28/2024
544,Credit Card,99.93,Declined,05/29/2024
545,Credit Card,252.84,Completed,04/22/2024
546,Credit Card,119.94,Timeout,11/21/2024
547,Credit Card,93.87,Completed,08/12/2024
548,Cash,192.35999999999999,Completed,10/07/2024
549,Credit Card,103.37,Completed,01/09/2024
550,Credit Card,89.39999999999999,Completed,05/27/2024
551,Credit Card,153.9,Completed,11/25/2024
552,Cash,50.97,Completed,02/10/2024
553,Credit Card,40.440000000000005,Completed,09/21/2024
554,Credit Card,226.35,Completed,12/03/2024
555,Credit Card,47.98,Completed,02/12/2024
556,Credit Card,24.99,Completed,08/03/2024
557,Credit Card,92.92999999999999,Completed,07/05/2024
558,Cash,182.9,Completed,09/01/2024
559,Mobile Payment,287.85,Completed,11/28/2024
560,Cash,113.88,Declined,04/21/2024
561,Mobile Payment,188.39,Completed,03/19/2024
562,Credit Card,117.39999999999999,Completed,12/26/2024
563,Credit Card,90.91,Completed,04/25/2024
564,Credit Card,50.949999999999996,Completed,10/21/2024
565,Mobile Payment,18.99,Completed,01/26/2024
566,Cash,56.44,Declined,05/07/2024
567,Mobile Payment,33.95,Declined,01/30/2024
568,Cash,16.97,Declined,09/30/2024
569,Cash,114.37,Completed,03/21/2024
570,Credit Card,100.9,Completed,07/21/2024
571,Credit Card,119.92,Completed,10/08/2024
572,Credit Card,49.47,Completed,09/21/2024
573,Credit Card,100.94,Completed,05/19/2024
574,Credit Card,156.38,Completed,12/03/2024
575,Credit Card,120.42999999999998,Completed,01/20/2024
576,Credit Card,216.87,Declined,02/27/2024
577,Cash,21.49,Declined,11/29/2024
578,Cash,95.91,Declined,05/19/2024
579,Credit Card,94.94,Completed,08/19/2024
580,Cash,26.479999999999997,Completed,10/09/2024
581,Mobile Payment,167.35,Completed,05/04/2024
582,Cash,82.41,Declined,03/04/2024
583,Credit Card,68.97,Completed,09/20/2024
