order_id,product_id,quantity,unit_price,total_price
30,4,3,22.99,68.97
30,7,2,14.99,29.98
30,12,3,13.99,41.97
31,5,1,11.99,11.99
31,12,2,13.99,27.98
31,12,3,13.99,41.97
31,8,1,16.49,16.49
31,20,3,4.99,14.97
32,8,2,16.49,32.98
33,19,1,5.49,5.49
33,6,1,17.99,17.99
33,12,3,13.99,41.97
34,14,1,17.99,17.99
34,18,1,6.99,6.99
34,13,3,21.49,64.47
34,1,2,15.99,31.98
34,14,2,17.99,35.98
35,15,3,23.99,71.97
35,2,3,12.99,38.97
35,9,3,19.99,59.97
35,17,3,5.99,17.97
35,17,3,5.99,17.97
36,7,1,14.99,14.99
36,20,1,4.99,4.99
36,20,1,4.99,4.99
36,16,1,7.99,7.99
36,19,3,5.49,16.47
37,16,3,7.99,23.97
37,15,1,23.99,23.99
37,16,1,7.99,7.99
37,5,1,11.99,11.99
38,5,2,11.99,23.98
38,16,1,7.99,7.99
38,20,2,4.99,9.98
38,12,1,13.99,13.99
38,9,3,19.99,59.97
38,3,1,18.99,18.99
39,17,2,5.99,11.98
39,8,1,16.49,16.49
39,11,1,20.99,20.99
39,8,1,16.49,16.49
39,8,3,16.49,49.47
39,19,2,5.49,10.98
40,11,3,20.99,62.97
41,17,1,5.99,5.99
42,4,3,22.99,68.97
43,5,2,11.99,23.98
43,2,3,12.99,38.97
43,18,2,6.99,13.98
43,2,3,12.99,38.97
44,3,2,18.99,37.98
44,11,3,20.99,62.97
44,7,3,14.99,44.97
44,5,3,11.99,35.97
44,20,3,4.99,14.97
44,19,1,5.49,5.49
44,19,3,5.49,16.47
45,8,3,16.49,49.47
45,6,2,17.99,35.98
46,2,2,12.99,25.98
46,7,3,14.99,44.97
46,16,3,7.99,23.97
47,17,1,5.99,5.99
47,16,2,7.99,15.98
48,6,3,17.99,53.97
48,20,1,4.99,4.99
48,11,2,20.99,41.98
48,8,1,16.49,16.49
48,8,2,16.49,32.98
49,17,1,5.99,5.99
49,14,2,17.99,35.98
49,19,2,5.49,10.98
49,20,2,4.99,9.98
49,8,1,16.49,16.49
49,10,1,24.99,24.99
49,18,1,6.99,6.99
50,3,1,18.99,18.99
50,10,1,24.99,24.99
50,5,1,11.99,11.99
50,16,1,7.99,7.99
51,14,2,17.99,35.98
51,8,1,16.49,16.49
52,20,1,4.99,4.99
52,8,1,16.49,16.49
52,6,3,17.99,53.97
52,20,1,4.99,4.99
52,5,3,11.99,35.97
53,16,2,7.99,15.98
53,2,3,12.99,38.97
53,8,1,16.49,16.49
53,3,3,18.99,56.97
54,18,3,6.99,20.97
54,18,3,6.99,20.97
54,7,3,14.99,44.97
55,19,3,5.49,16.47
55,17,2,5.99,11.98
55,7,1,14.99,14.99
56,17,2,5.99,11.98
56,8,1,16.49,16.49
56,19,1,5.49,5.49
56,18,3,6.99,20.97
57,12,1,13.99,13.99
58,19,1,5.49,5.49
58,3,1,18.99,18.99
58,11,2,20.99,41.98
58,7,3,14.99,44.97
58,20,3,4.99,14.97
58,8,3,16.49,49.47
58,16,3,7.99,23.97
59,13,2,21.49,42.98
60,19,1,5.49,5.49
60,3,1,18.99,18.99
60,19,2,5.49,10.98
60,19,3,5.49,16.47
61,12,1,13.99,13.99
61,9,2,19.99,39.98
62,6,1,17.99,17.99
63,17,1,5.99,5.99
63,11,3,20.99,62.97
63,17,2,5.99,11.98
63,13,1,21.49,21.49
63,4,3,22.99,68.97
63,16,1,7.99,7.99
63,10,3,24.99,74.97
64,13,1,21.49,21.49
64,20,1,4.99,4.99
64,20,2,4.99,9.98
64,18,3,6.99,20.97
65,5,3,11.99,35.97
65,18,3,6.99,20.97
65,4,3,22.99,68.97
65,11,3,20.99,62.97
65,17,3,5.99,17.97
66,1,2,15.99,31.98
66,18,2,6.99,13.98
66,15,2,23.99,47.98
66,12,2,13.99,27.98
66,19,2,5.49,10.98
66,3,3,18.99,56.97
67,17,2,5.99,11.98
67,6,1,17.99,17.99
67,1,1,15.99,15.99
67,11,3,20.99,62.97
68,3,2,18.99,37.98
68,5,2,11.99,23.98
68,16,1,7.99,7.99
68,10,1,24.99,24.99
69,9,3,19.99,59.97
69,5,1,11.99,11.99
69,11,2,20.99,41.98
69,20,2,4.99,9.98
69,5,2,11.99,23.98
70,17,2,5.99,11.98
70,11,3,20.99,62.97
70,5,2,11.99,23.98
70,17,1,5.99,5.99
70,4,1,22.99,22.99
71,16,2,7.99,15.98
71,16,2,7.99,15.98
71,19,2,5.49,10.98
71,4,2,22.99,45.98
71,12,2,13.99,27.98
71,8,1,16.49,16.49
71,2,1,12.99,12.99
72,17,3,5.99,17.97
73,6,2,17.99,35.98
73,18,1,6.99,6.99
74,20,3,4.99,14.97
74,17,2,5.99,11.98
74,7,1,14.99,14.99
74,7,1,14.99,14.99
75,7,1,14.99,14.99
75,3,1,18.99,18.99
75,6,3,17.99,53.97
75,10,1,24.99,24.99
75,18,2,6.99,13.98
75,6,1,17.99,17.99
75,8,3,16.49,49.47
76,7,2,14.99,29.98
76,5,2,11.99,23.98
76,19,3,5.49,16.47
76,18,3,6.99,20.97
76,19,1,5.49,5.49
77,17,3,5.99,17.97
77,20,3,4.99,14.97
77,15,2,23.99,47.98
78,19,1,5.49,5.49
78,14,3,17.99,53.97
78,19,1,5.49,5.49
78,17,2,5.99,11.98
79,17,3,5.99,17.97
79,3,3,18.99,56.97
79,4,3,22.99,68.97
79,1,2,15.99,31.98
79,2,3,12.99,38.97
80,4,1,22.99,22.99
80,17,1,5.99,5.99
80,11,2,20.99,41.98
80,18,3,6.99,20.97
80,7,3,14.99,44.97
80,8,2,16.49,32.98
80,19,1,5.49,5.49
81,1,3,15.99,47.97
81,8,1,16.49,16.49
81,14,1,17.99,17.99
81,20,3,4.99,14.97
81,17,3,5.99,17.97
82,20,3,4.99,14.97
82,1,3,15.99,47.97
83,12,1,13.99,13.99
83,18,2,6.99,13.98
84,16,1,7.99,7.99
84,19,2,5.49,10.98
85,8,2,16.49,32.98
85,12,3,13.99,41.97
85,13,3,21.49,64.47
85,19,1,5.49,5.49
86,12,2,13.99,27.98
86,2,2,12.99,25.98
86,20,1,4.99,4.99
87,2,2,12.99,25.98
88,19,1,5.49,5.49
88,1,3,15.99,47.97
89,8,1,16.49,16.49
89,5,2,11.99,23.98
89,6,1,17.99,17.99
89,20,1,4.99,4.99
89,20,1,4.99,4.99
89,16,3,7.99,23.97
90,14,3,17.99,53.97
90,16,3,7.99,23.97
90,15,1,23.99,23.99
90,13,3,21.49,64.47
90,3,1,18.99,18.99
91,19,2,5.49,10.98
91,16,3,7.99,23.97
91,20,3,4.99,14.97
91,17,2,5.99,11.98
91,14,3,17.99,53.97
91,16,1,7.99,7.99
91,14,1,17.99,17.99
92,11,3,20.99,62.97
92,10,3,24.99,74.97
92,17,1,5.99,5.99
92,19,1,5.49,5.49
93,1,1,15.99,15.99
93,20,3,4.99,14.97
93,16,2,7.99,15.98
93,11,1,20.99,20.99
94,17,3,5.99,17.97
94,19,1,5.49,5.49
94,16,3,7.99,23.97
94,9,3,19.99,59.97
94,4,1,22.99,22.99
94,18,1,6.99,6.99
95,15,3,23.99,71.97
95,14,2,17.99,35.98
95,1,2,15.99,31.98
95,17,1,5.99,5.99
95,15,1,23.99,23.99
95,8,2,16.49,32.98
95,17,3,5.99,17.97
96,3,3,18.99,56.97
96,11,1,20.99,20.99
96,17,2,5.99,11.98
97,20,2,4.99,9.98
98,16,3,7.99,23.97
98,3,1,18.99,18.99
99,6,2,17.99,35.98
99,1,3,15.99,47.97
99,11,3,20.99,62.97
99,13,3,21.49,64.47
100,4,3,22.99,68.97
100,3,3,18.99,56.97
100,7,3,14.99,44.97
100,17,3,5.99,17.97
101,17,3,5.99,17.97
101,11,2,20.99,41.98
101,18,1,6.99,6.99
101,19,3,5.49,16.47
101,6,1,17.99,17.99
101,17,2,5.99,11.98
102,13,3,21.49,64.47
102,20,3,4.99,14.97
103,20,1,4.99,4.99
103,17,3,5.99,17.97
103,16,3,7.99,23.97
103,17,3,5.99,17.97
103,8,2,16.49,32.98
103,19,1,5.49,5.49
104,14,1,17.99,17.99
104,19,1,5.49,5.49
104,8,1,16.49,16.49
104,3,2,18.99,37.98
104,12,1,13.99,13.99
104,11,3,20.99,62.97
104,2,3,12.99,38.97
105,11,3,20.99,62.97
105,1,2,15.99,31.98
105,2,2,12.99,25.98
106,6,3,17.99,53.97
106,18,2,6.99,13.98
107,19,2,5.49,10.98
108,4,3,22.99,68.97
108,13,2,21.49,42.98
108,12,2,13.99,27.98
109,19,2,5.49,10.98
109,17,1,5.99,5.99
109,17,1,5.99,5.99
110,20,1,4.99,4.99
110,19,2,5.49,10.98
111,20,2,4.99,9.98
111,8,2,16.49,32.98
111,4,1,22.99,22.99
111,3,3,18.99,56.97
111,5,2,11.99,23.98
111,16,3,7.99,23.97
111,9,3,19.99,59.97
112,20,3,4.99,14.97
113,18,2,6.99,13.98
113,4,3,22.99,68.97
113,5,1,11.99,11.99
113,6,1,17.99,17.99
113,19,3,5.49,16.47
113,16,2,7.99,15.98
113,8,1,16.49,16.49
114,13,2,21.49,42.98
115,16,2,7.99,15.98
115,15,1,23.99,23.99
115,20,2,4.99,9.98
115,16,3,7.99,23.97
115,19,1,5.49,5.49
115,14,3,17.99,53.97
115,11,3,20.99,62.97
116,1,3,15.99,47.97
116,7,3,14.99,44.97
116,18,1,6.99,6.99
117,18,3,6.99,20.97
117,6,2,17.99,35.98
117,5,3,11.99,35.97
117,20,2,4.99,9.98
118,7,3,14.99,44.97
118,2,1,12.99,12.99
118,14,1,17.99,17.99
119,20,1,4.99,4.99
119,15,1,23.99,23.99
120,18,1,6.99,6.99
120,12,3,13.99,41.97
120,13,3,21.49,64.47
120,19,3,5.49,16.47
121,7,2,14.99,29.98
121,16,2,7.99,15.98
121,19,3,5.49,16.47
121,18,3,6.99,20.97
121,20,2,4.99,9.98
122,6,1,17.99,17.99
122,16,3,7.99,23.97
122,7,2,14.99,29.98
122,18,1,6.99,6.99
123,2,1,12.99,12.99
123,13,2,21.49,42.98
123,20,2,4.99,9.98
123,19,1,5.49,5.49
123,1,1,15.99,15.99
123,17,3,5.99,17.97
124,2,2,12.99,25.98
124,2,3,12.99,38.97
124,7,3,14.99,44.97
124,20,2,4.99,9.98
125,17,1,5.99,5.99
125,13,1,21.49,21.49
125,1,3,15.99,47.97
126,11,1,20.99,20.99
126,6,2,17.99,35.98
127,2,3,12.99,38.97
128,18,1,6.99,6.99
128,2,1,12.99,12.99
128,4,2,22.99,45.98
128,17,2,5.99,11.98
128,19,1,5.49,5.49
129,3,1,18.99,18.99
129,15,1,23.99,23.99
129,14,3,17.99,53.97
129,3,2,18.99,37.98
129,16,3,7.99,23.97
129,7,3,14.99,44.97
130,17,2,5.99,11.98
130,20,1,4.99,4.99
131,16,2,7.99,15.98
131,8,1,16.49,16.49
132,8,3,16.49,49.47
132,20,2,4.99,9.98
132,8,3,16.49,49.47
132,3,1,18.99,18.99
132,3,1,18.99,18.99
132,11,2,20.99,41.98
132,18,1,6.99,6.99
133,18,1,6.99,6.99
133,16,1,7.99,7.99
133,11,3,20.99,62.97
133,16,1,7.99,7.99
133,17,3,5.99,17.97
133,5,2,11.99,23.98
134,6,2,17.99,35.98
134,9,3,19.99,59.97
134,6,1,17.99,17.99
134,15,2,23.99,47.98
134,20,2,4.99,9.98
135,10,2,24.99,49.98
135,14,2,17.99,35.98
135,8,2,16.49,32.98
136,19,1,5.49,5.49
136,20,3,4.99,14.97
136,17,2,5.99,11.98
136,20,1,4.99,4.99
137,11,1,20.99,20.99
137,18,2,6.99,13.98
138,11,1,20.99,20.99
138,2,1,12.99,12.99
139,4,1,22.99,22.99
139,4,2,22.99,45.98
139,18,2,6.99,13.98
139,3,1,18.99,18.99
139,14,1,17.99,17.99
139,1,3,15.99,47.97
140,5,3,11.99,35.97
140,19,1,5.49,5.49
140,12,3,13.99,41.97
140,16,2,7.99,15.98
141,3,3,18.99,56.97
141,16,1,7.99,7.99
141,12,1,13.99,13.99
141,11,1,20.99,20.99
141,19,1,5.49,5.49
141,12,3,13.99,41.97
141,11,2,20.99,41.98
142,16,2,7.99,15.98
142,17,2,5.99,11.98
142,15,3,23.99,71.97
143,15,1,23.99,23.99
143,2,1,12.99,12.99
143,18,3,6.99,20.97
143,20,1,4.99,4.99
143,3,2,18.99,37.98
144,16,2,7.99,15.98
145,19,2,5.49,10.98
145,4,2,22.99,45.98
146,18,2,6.99,13.98
146,18,3,6.99,20.97
147,17,1,5.99,5.99
147,5,2,11.99,23.98
147,2,3,12.99,38.97
147,6,2,17.99,35.98
147,11,2,20.99,41.98
147,4,3,22.99,68.97
148,17,3,5.99,17.97
148,19,1,5.49,5.49
149,3,2,18.99,37.98
149,17,2,5.99,11.98
149,4,1,22.99,22.99
149,13,3,21.49,64.47
149,4,1,22.99,22.99
150,20,3,4.99,14.97
150,19,2,5.49,10.98
150,4,3,22.99,68.97
150,17,1,5.99,5.99
150,18,1,6.99,6.99
151,14,2,17.99,35.98
151,17,3,5.99,17.97
151,12,1,13.99,13.99
151,16,1,7.99,7.99
152,17,2,5.99,11.98
152,8,2,16.49,32.98
152,8,1,16.49,16.49
152,14,3,17.99,53.97
152,18,3,6.99,20.97
153,18,2,6.99,13.98
153,17,2,5.99,11.98
154,17,1,5.99,5.99
154,20,3,4.99,14.97
154,16,2,7.99,15.98
154,17,1,5.99,5.99
154,4,1,22.99,22.99
154,16,2,7.99,15.98
155,18,1,6.99,6.99
155,17,1,5.99,5.99
155,4,2,22.99,45.98
155,7,3,14.99,44.97
155,6,3,17.99,53.97
155,16,2,7.99,15.98
155,5,2,11.99,23.98
156,18,3,6.99,20.97
156,19,1,5.49,5.49
157,18,3,6.99,20.97
157,8,2,16.49,32.98
157,20,2,4.99,9.98
157,8,1,16.49,16.49
158,16,3,7.99,23.97
158,8,1,16.49,16.49
158,12,2,13.99,27.98
159,20,2,4.99,9.98
159,11,2,20.99,41.98
159,17,2,5.99,11.98
159,13,1,21.49,21.49
159,5,3,11.99,35.97
159,20,2,4.99,9.98
160,17,1,5.99,5.99
161,2,1,12.99,12.99
161,10,3,24.99,74.97
161,17,3,5.99,17.97
161,16,3,7.99,23.97
161,20,1,4.99,4.99
161,3,2,18.99,37.98
162,8,1,16.49,16.49
162,20,1,4.99,4.99
162,19,3,5.49,16.47
162,8,2,16.49,32.98
162,17,3,5.99,17.97
162,6,3,17.99,53.97
162,2,2,12.99,25.98
163,13,2,21.49,42.98
163,17,2,5.99,11.98
163,14,1,17.99,17.99
163,7,2,14.99,29.98
163,2,1,12.99,12.99
163,5,1,11.99,11.99
163,17,3,5.99,17.97
164,4,3,22.99,68.97
165,12,1,13.99,13.99
165,7,2,14.99,29.98
165,19,1,5.49,5.49
165,4,2,22.99,45.98
165,19,1,5.49,5.49
165,17,2,5.99,11.98
165,12,1,13.99,13.99
166,7,1,14.99,14.99
166,17,3,5.99,17.97
166,19,1,5.49,5.49
166,18,2,6.99,13.98
166,14,3,17.99,53.97
167,18,3,6.99,20.97
168,5,3,11.99,35.97
168,20,2,4.99,9.98
168,18,2,6.99,13.98
168,6,1,17.99,17.99
168,17,1,5.99,5.99
168,20,2,4.99,9.98
168,17,3,5.99,17.97
169,19,1,5.49,5.49
169,20,1,4.99,4.99
169,16,2,7.99,15.98
169,4,3,22.99,68.97
169,4,1,22.99,22.99
169,1,3,15.99,47.97
169,18,1,6.99,6.99
170,12,3,13.99,41.97
170,20,2,4.99,9.98
170,6,3,17.99,53.97
170,20,2,4.99,9.98
170,6,3,17.99,53.97
170,16,3,7.99,23.97
170,14,3,17.99,53.97
171,16,2,7.99,15.98
172,3,1,18.99,18.99
173,19,2,5.49,10.98
173,6,2,17.99,35.98
173,14,2,17.99,35.98
173,20,1,4.99,4.99
173,18,2,6.99,13.98
173,18,1,6.99,6.99
173,10,3,24.99,74.97
174,4,1,22.99,22.99
174,18,2,6.99,13.98
174,3,1,18.99,18.99
174,7,2,14.99,29.98
174,3,1,18.99,18.99
174,3,3,18.99,56.97
175,11,2,20.99,41.98
175,20,3,4.99,14.97
175,10,1,24.99,24.99
175,15,1,23.99,23.99
175,17,1,5.99,5.99
175,9,3,19.99,59.97
175,16,3,7.99,23.97
176,17,3,5.99,17.97
176,5,3,11.99,35.97
176,1,3,15.99,47.97
177,17,2,5.99,11.98
177,1,3,15.99,47.97
177,19,1,5.49,5.49
177,14,1,17.99,17.99
177,3,1,18.99,18.99
177,16,1,7.99,7.99
178,19,2,5.49,10.98
178,12,3,13.99,41.97
178,6,3,17.99,53.97
178,12,3,13.99,41.97
179,16,2,7.99,15.98
179,19,1,5.49,5.49
179,20,2,4.99,9.98
179,20,1,4.99,4.99
180,1,3,15.99,47.97
180,20,2,4.99,9.98
180,4,3,22.99,68.97
180,19,2,5.49,10.98
180,11,3,20.99,62.97
180,12,2,13.99,27.98
181,19,3,5.49,16.47
181,3,3,18.99,56.97
181,9,3,19.99,59.97
181,16,2,7.99,15.98
181,5,3,11.99,35.97
181,19,1,5.49,5.49
182,19,1,5.49,5.49
182,13,2,21.49,42.98
182,17,1,5.99,5.99
182,17,3,5.99,17.97
182,18,1,6.99,6.99
183,10,3,24.99,74.97
183,2,1,12.99,12.99
183,5,2,11.99,23.98
183,20,2,4.99,9.98
183,10,2,24.99,49.98
183,19,2,5.49,10.98
183,11,2,20.99,41.98
184,15,2,23.99,47.98
185,1,3,15.99,47.97
185,11,2,20.99,41.98
186,5,2,11.99,23.98
186,10,1,24.99,24.99
186,17,3,5.99,17.97
186,11,1,20.99,20.99
186,19,3,5.49,16.47
187,16,3,7.99,23.97
187,17,2,5.99,11.98
187,16,1,7.99,7.99
188,12,1,13.99,13.99
188,18,3,6.99,20.97
188,16,3,7.99,23.97
189,9,2,19.99,39.98
189,14,1,17.99,17.99
190,5,2,11.99,23.98
191,5,3,11.99,35.97
191,8,3,16.49,49.47
191,19,2,5.49,10.98
192,19,3,5.49,16.47
192,19,2,5.49,10.98
192,13,2,21.49,42.98
192,17,3,5.99,17.97
192,19,3,5.49,16.47
192,15,3,23.99,71.97
192,18,2,6.99,13.98
193,18,3,6.99,20.97
193,17,2,5.99,11.98
194,10,2,24.99,49.98
194,4,3,22.99,68.97
194,11,3,20.99,62.97
194,3,3,18.99,56.97
194,13,2,21.49,42.98
195,19,1,5.49,5.49
196,19,3,5.49,16.47
197,19,1,5.49,5.49
197,19,3,5.49,16.47
197,3,1,18.99,18.99
197,19,1,5.49,5.49
197,20,2,4.99,9.98
198,16,1,7.99,7.99
198,17,3,5.99,17.97
198,14,2,17.99,35.98
199,20,2,4.99,9.98
199,16,3,7.99,23.97
199,18,3,6.99,20.97
199,20,1,4.99,4.99
200,15,2,23.99,47.98
201,17,2,5.99,11.98
201,15,2,23.99,47.98
201,16,1,7.99,7.99
201,3,2,18.99,37.98
201,4,1,22.99,22.99
201,12,2,13.99,27.98
202,12,3,13.99,41.97
202,13,2,21.49,42.98
202,12,1,13.99,13.99
202,16,3,7.99,23.97
202,1,2,15.99,31.98
202,14,2,17.99,35.98
202,7,3,14.99,44.97
203,18,1,6.99,6.99
203,17,3,5.99,17.97
203,10,1,24.99,24.99
203,20,2,4.99,9.98
203,15,2,23.99,47.98
203,14,2,17.99,35.98
203,6,1,17.99,17.99
204,4,2,22.99,45.98
204,6,3,17.99,53.97
204,7,1,14.99,14.99
204,17,2,5.99,11.98
204,10,1,24.99,24.99
205,20,2,4.99,9.98
206,19,1,5.49,5.49
206,17,2,5.99,11.98
207,9,1,19.99,19.99
207,11,2,20.99,41.98
207,10,1,24.99,24.99
208,17,1,5.99,5.99
208,13,3,21.49,64.47
208,16,1,7.99,7.99
208,17,1,5.99,5.99
208,20,3,4.99,14.97
208,19,1,5.49,5.49
209,19,2,5.49,10.98
210,19,1,5.49,5.49
210,20,1,4.99,4.99
211,18,1,6.99,6.99
211,19,1,5.49,5.49
211,1,1,15.99,15.99
211,6,3,17.99,53.97
211,13,1,21.49,21.49
211,10,2,24.99,49.98
212,17,2,5.99,11.98
212,8,2,16.49,32.98
213,2,2,12.99,25.98
213,8,3,16.49,49.47
213,7,1,14.99,14.99
213,20,2,4.99,9.98
213,6,1,17.99,17.99
213,20,3,4.99,14.97
214,20,3,4.99,14.97
214,18,2,6.99,13.98
214,6,3,17.99,53.97
214,15,2,23.99,47.98
215,8,1,16.49,16.49
215,19,3,5.49,16.47
216,13,2,21.49,42.98
216,17,1,5.99,5.99
216,16,3,7.99,23.97
216,3,1,18.99,18.99
216,16,2,7.99,15.98
217,4,1,22.99,22.99
217,17,2,5.99,11.98
217,19,1,5.49,5.49
217,8,2,16.49,32.98
217,20,2,4.99,9.98
217,20,1,4.99,4.99
217,17,2,5.99,11.98
218,14,2,17.99,35.98
218,3,1,18.99,18.99
219,5,1,11.99,11.99
219,13,3,21.49,64.47
219,19,2,5.49,10.98
219,20,2,4.99,9.98
219,11,2,20.99,41.98
219,9,1,19.99,19.99
220,5,1,11.99,11.99
220,8,2,16.49,32.98
220,16,3,7.99,23.97
220,9,1,19.99,19.99
220,16,3,7.99,23.97
220,19,1,5.49,5.49
220,9,1,19.99,19.99
221,14,2,17.99,35.98
221,12,1,13.99,13.99
221,16,2,7.99,15.98
222,5,3,11.99,35.97
222,14,1,17.99,17.99
222,3,1,18.99,18.99
223,1,1,15.99,15.99
224,18,3,6.99,20.97
225,13,1,21.49,21.49
225,7,3,14.99,44.97
225,15,1,23.99,23.99
225,16,1,7.99,7.99
225,14,2,17.99,35.98
225,7,1,14.99,14.99
226,13,2,21.49,42.98
226,19,1,5.49,5.49
226,18,2,6.99,13.98
227,7,3,14.99,44.97
227,6,3,17.99,53.97
228,18,3,6.99,20.97
228,16,1,7.99,7.99
228,17,2,5.99,11.98
228,15,2,23.99,47.98
228,5,3,11.99,35.97
228,17,1,5.99,5.99
229,4,2,22.99,45.98
229,3,3,18.99,56.97
229,16,1,7.99,7.99
229,7,3,14.99,44.97
230,15,2,23.99,47.98
230,13,2,21.49,42.98
230,15,3,23.99,71.97
230,4,3,22.99,68.97
230,3,1,18.99,18.99
230,12,2,13.99,27.98
231,16,2,7.99,15.98
231,16,3,7.99,23.97
231,20,2,4.99,9.98
231,17,1,5.99,5.99
231,17,2,5.99,11.98
231,16,1,7.99,7.99
231,11,1,20.99,20.99
232,16,2,7.99,15.98
232,2,2,12.99,25.98
233,17,3,5.99,17.97
233,4,2,22.99,45.98
234,5,2,11.99,23.98
234,19,2,5.49,10.98
235,7,2,14.99,29.98
235,19,3,5.49,16.47
235,15,3,23.99,71.97
235,16,2,7.99,15.98
235,18,1,6.99,6.99
236,16,1,7.99,7.99
236,19,3,5.49,16.47
236,2,2,12.99,25.98
236,6,1,17.99,17.99
236,17,3,5.99,17.97
236,12,1,13.99,13.99
237,18,2,6.99,13.98
237,2,1,12.99,12.99
237,17,3,5.99,17.97
237,16,1,7.99,7.99
237,16,2,7.99,15.98
237,20,2,4.99,9.98
238,20,3,4.99,14.97
239,15,1,23.99,23.99
239,16,1,7.99,7.99
239,16,1,7.99,7.99
239,2,2,12.99,25.98
239,14,1,17.99,17.99
239,1,3,15.99,47.97
239,20,1,4.99,4.99
240,9,2,19.99,39.98
240,12,3,13.99,41.97
240,17,1,5.99,5.99
240,11,1,20.99,20.99
240,12,1,13.99,13.99
240,16,3,7.99,23.97
241,10,1,24.99,24.99
242,4,2,22.99,45.98
242,9,1,19.99,19.99
242,13,3,21.49,64.47
242,20,2,4.99,9.98
242,19,1,5.49,5.49
242,11,1,20.99,20.99
243,5,2,11.99,23.98
243,15,2,23.99,47.98
244,17,1,5.99,5.99
244,17,3,5.99,17.97
244,10,3,24.99,74.97
245,13,3,21.49,64.47
245,12,3,13.99,41.97
245,15,3,23.99,71.97
245,18,1,6.99,6.99
245,20,3,4.99,14.97
245,5,2,11.99,23.98
246,20,1,4.99,4.99
246,8,1,16.49,16.49
246,2,2,12.99,25.98
246,18,1,6.99,6.99
246,14,3,17.99,53.97
246,20,2,4.99,9.98
247,9,3,19.99,59.97
247,1,1,15.99,15.99
247,2,2,12.99,25.98
247,4,1,22.99,22.99
247,17,2,5.99,11.98
248,8,1,16.49,16.49
248,18,2,6.99,13.98
248,17,2,5.99,11.98
249,16,1,7.99,7.99
249,20,3,4.99,14.97
249,17,1,5.99,5.99
250,17,3,5.99,17.97
250,12,1,13.99,13.99
250,16,3,7.99,23.97
250,16,1,7.99,7.99
250,4,1,22.99,22.99
251,2,3,12.99,38.97
251,8,1,16.49,16.49
