invoice_id,order_id,invoice_date,total_invoice_amount
93,93,11-12-2024,67.92999999999999
94,94,23-11-2024,137.38000000000002
95,95,17-10-2024,220.85999999999999
96,96,28-01-2024,89.94
97,97,16-06-2024,9.98
98,98,02-12-2024,42.959999999999994
99,99,12-04-2024,211.39
100,100,09-03-2024,188.88
101,101,14-04-2024,113.38
102,102,26-12-2024,79.44
103,103,29-04-2024,103.36999999999999
104,104,11-09-2024,193.87999999999997
105,105,12-02-2024,120.93
106,106,05-08-2024,67.95
107,107,15-06-2024,10.98
108,108,19-02-2024,139.92999999999998
109,109,07-10-2024,22.96
110,110,06-08-2024,15.97
111,111,24-07-2024,230.83999999999997
112,112,13-03-2024,14.97
113,113,11-10-2024,161.86999999999998
114,114,14-09-2024,42.98
115,115,09-09-2024,196.35
116,116,15-08-2024,99.92999999999999
117,117,20-04-2024,102.89999999999999
118,118,28-12-2024,75.95
119,119,09-09-2024,28.979999999999997
120,120,28-06-2024,129.9
121,121,21-06-2024,93.38000000000001
122,122,22-04-2024,78.92999999999999
123,123,05-01-2024,105.39999999999999
124,124,17-02-2024,119.9
125,125,11-08-2024,75.44999999999999
126,126,31-07-2024,56.97
127,127,18-02-2024,38.97
128,128,21-12-2024,83.42999999999999
129,129,11-05-2024,203.86999999999998
130,130,20-07-2024,16.97
131,131,02-10-2024,32.47
132,132,07-01-2024,195.87
133,133,06-10-2024,127.89
134,134,21-04-2024,171.89999999999998
135,135,25-11-2024,118.94
136,136,02-10-2024,37.43
137,137,12-04-2024,34.97
138,138,18-12-2024,33.98
139,139,12-01-2024,167.89999999999998
140,140,16-06-2024,99.41000000000001
141,141,16-07-2024,189.37999999999997
142,142,13-09-2024,99.93
143,143,23-01-2024,100.91999999999999
144,144,07-01-2024,15.98
145,145,05-11-2024,56.959999999999994
146,146,15-03-2024,34.95
147,147,07-01-2024,215.86999999999998
148,148,07-09-2024,23.46
149,149,15-02-2024,160.41
150,150,22-12-2024,107.89999999999999
151,151,16-06-2024,75.92999999999999
152,152,12-11-2024,136.39
153,153,26-09-2024,25.96
154,154,23-05-2024,81.9
155,155,12-10-2024,197.85999999999996
156,156,03-06-2024,26.46
157,157,16-05-2024,80.41999999999999
158,158,26-11-2024,68.44
159,159,30-09-2024,131.38
160,160,02-09-2024,5.99
161,161,11-02-2024,172.86999999999998
162,162,03-04-2024,168.85
163,163,21-12-2024,145.88
164,164,11-07-2024,68.97
165,165,07-02-2024,126.89999999999999
166,166,18-06-2024,106.4
167,167,28-10-2024,20.97
168,168,11-03-2024,111.86
169,169,13-01-2024,173.38
170,170,05-06-2024,247.81
171,171,22-08-2024,15.98
172,172,09-06-2024,18.99
173,173,13-06-2024,183.87
174,174,14-02-2024,161.89999999999998
175,175,28-06-2024,195.85999999999999
176,176,17-02-2024,101.91
177,177,04-02-2024,110.40999999999998
178,178,19-07-2024,148.89
179,179,15-04-2024,36.44
180,180,04-12-2024,228.85
181,181,10-11-2024,190.85
182,182,17-10-2024,79.42
183,183,04-07-2024,224.85999999999999
184,184,11-04-2024,47.98
185,185,27-11-2024,89.94999999999999
186,186,21-04-2024,104.39999999999999
187,187,09-02-2024,43.940000000000005
188,188,13-06-2024,58.93
189,189,16-10-2024,57.97
190,190,28-05-2024,23.98
191,191,15-10-2024,96.42
192,192,23-10-2024,190.81999999999996
193,193,11-03-2024,32.95
194,194,09-11-2024,281.87
195,195,31-08-2024,5.49
196,196,18-05-2024,16.47
197,197,26-02-2024,56.42
198,198,09-12-2024,61.94
199,199,02-05-2024,59.910000000000004
200,200,07-09-2024,47.98
201,201,22-02-2024,156.89999999999998
202,202,27-04-2024,235.83999999999997
203,203,02-10-2024,161.88
204,204,06-12-2024,151.91
205,205,27-02-2024,9.98
206,206,05-08-2024,17.47
207,207,05-07-2024,86.96
208,208,11-09-2024,104.89999999999998
209,209,25-12-2024,10.98
210,210,19-03-2024,10.48
211,211,25-01-2024,153.91
212,212,18-11-2024,44.959999999999994
213,213,24-02-2024,133.38
214,214,16-03-2024,130.9
215,215,23-06-2024,32.959999999999994
216,216,01-06-2024,107.91
217,217,05-03-2024,100.39
218,218,08-07-2024,54.97
219,219,09-11-2024,159.39000000000001
220,220,09-04-2024,138.38
221,221,09-08-2024,65.95
222,222,09-11-2024,72.94999999999999
223,223,31-10-2024,15.99
224,224,08-10-2024,20.97
225,225,12-10-2024,149.41
226,226,10-05-2024,62.45
227,227,16-07-2024,98.94
228,228,26-05-2024,130.88
229,229,07-01-2024,155.90999999999997
230,230,27-10-2024,278.87
231,231,06-01-2024,96.88
232,232,02-02-2024,41.96
233,233,07-06-2024,63.949999999999996
234,234,30-11-2024,34.96
235,235,10-06-2024,141.39000000000001
236,236,07-12-2024,100.38999999999999
237,237,17-12-2024,78.89
238,238,20-11-2024,14.97
239,239,20-01-2024,136.9
240,240,03-07-2024,146.89
241,241,31-07-2024,24.99
242,242,06-11-2024,166.9
243,243,12-04-2024,71.96
244,244,31-12-2024,98.93
245,245,25-02-2024,224.35
246,246,05-12-2024,118.39999999999999
247,247,11-12-2024,136.91
248,248,31-03-2024,42.45
249,249,08-12-2024,28.950000000000003
250,250,21-02-2024,86.91
251,251,20-08-2024,93.44
252,252,28-10-2024,118.91999999999999
253,253,19-05-2024,238.83999999999997
254,254,22-01-2024,153.35
255,255,13-07-2024,13.98
256,256,17-10-2024,108.91999999999999
257,257,20-11-2024,7.99
258,258,17-04-2024,32.96
259,259,29-05-2024,73.92
260,260,04-10-2024,178.85
261,261,10-08-2024,41.97
262,262,15-06-2024,20.97
263,263,20-08-2024,67.94
264,264,26-04-2024,46.449999999999996
265,265,26-07-2024,200.41
266,266,24-08-2024,219.85
267,267,10-06-2024,40.97
268,268,21-05-2024,68.93
269,269,13-10-2024,47.97
270,270,28-12-2024,77.94
271,271,13-11-2024,17.97
272,272,03-03-2024,153.9
273,273,25-09-2024,169.39
274,274,22-07-2024,84.96
275,275,28-02-2024,161.83
276,276,12-07-2024,25.98
277,277,19-04-2024,124.39
278,278,19-11-2024,96.39999999999999
279,279,03-09-2024,256.81999999999994
280,280,07-11-2024,271.82
281,281,07-08-2024,47.98
282,282,26-01-2024,9.98
283,283,30-03-2024,141.88
284,284,26-11-2024,126.42999999999999
285,285,21-11-2024,91.93999999999998
286,286,13-10-2024,140.85999999999999
287,287,26-09-2024,103.92
288,288,21-05-2024,17.99
289,289,03-04-2024,65.94
290,290,11-12-2024,172.89000000000001
291,291,02-07-2024,76.92999999999999
292,292,13-01-2024,151.89
293,293,29-10-2024,104.92999999999999
294,294,02-04-2024,41.94
295,295,16-02-2024,15.47
296,296,27-01-2024,165.38
297,297,28-07-2024,14.97
298,298,06-07-2024,192.85999999999999
299,299,09-05-2024,89.42999999999999
300,300,27-03-2024,60.95
301,301,17-12-2024,181.88
302,302,27-07-2024,131.89
303,303,22-04-2024,60.95
304,304,15-07-2024,19.98
305,305,18-03-2024,206.35000000000002
306,306,03-02-2024,45.98
307,307,14-07-2024,132.91
308,308,30-08-2024,93.42
309,309,27-09-2024,63.97
310,310,24-12-2024,171.89
311,311,06-11-2024,147.89999999999998
312,312,05-06-2024,115.88000000000001
313,313,10-02-2024,163.35999999999999
314,314,25-02-2024,159.89
315,315,09-07-2024,82.39
316,316,29-01-2024,114.89999999999999
317,317,12-06-2024,5.99
318,318,17-04-2024,66.95
319,319,07-02-2024,152.35
320,320,25-05-2024,203.34
321,321,21-10-2024,61.92
322,322,13-11-2024,20.99
323,323,22-01-2024,182.89
324,324,11-08-2024,96.93
325,325,01-09-2024,115.89999999999999
326,326,09-04-2024,50.97
327,327,31-10-2024,56.42
328,328,04-03-2024,171.83999999999995
329,329,02-07-2024,132.91
330,330,06-04-2024,192.87999999999997
331,331,26-02-2024,60.91
332,332,01-02-2024,227.82999999999998
333,333,22-02-2024,152.9
334,334,09-11-2024,143.92000000000002
335,335,06-12-2024,218.88
336,336,25-02-2024,137.91
337,337,27-01-2024,167.35999999999999
338,338,20-05-2024,13.98
339,339,09-04-2024,185.86999999999998
340,340,30-04-2024,133.89000000000001
341,341,08-05-2024,21.96
342,342,20-01-2024,79.94
343,343,06-11-2024,74.97
344,344,10-12-2024,126.89999999999999
345,345,20-12-2024,171.88
346,346,09-02-2024,56.97
347,347,19-05-2024,170.37
348,348,10-02-2024,159.87
349,349,24-03-2024,261.86
350,350,19-09-2024,46.959999999999994
351,351,11-08-2024,61.93
352,352,20-04-2024,32.98
353,353,11-08-2024,90.42999999999999
354,354,27-03-2024,5.49
355,355,07-10-2024,24.99
356,356,21-08-2024,85.91
357,357,19-05-2024,252.85
358,358,07-12-2024,84.95
359,359,24-10-2024,85.92
360,360,14-05-2024,152.92
361,361,23-12-2024,90.92999999999999
362,362,16-05-2024,45.93
363,363,20-05-2024,25.96
364,364,11-08-2024,119.89
365,365,28-01-2024,122.92999999999999
366,366,27-03-2024,71.93
367,367,17-11-2024,5.49
368,368,14-12-2024,80.86999999999999
369,369,27-12-2024,24.46
370,370,25-12-2024,62.96
371,371,01-05-2024,104.44
372,372,02-04-2024,85.44999999999999
373,373,18-10-2024,117.88999999999999
374,374,08-08-2024,125.86999999999999
375,375,01-10-2024,102.94999999999999
376,376,12-10-2024,189.89000000000001
377,377,19-02-2024,111.91999999999999
378,378,05-02-2024,136.92
379,379,19-07-2024,37.95
380,380,08-11-2024,25.46
381,381,03-01-2024,191.88
382,382,19-02-2024,34.459999999999994
383,383,02-04-2024,98.92
384,384,03-02-2024,55.42999999999999
385,385,19-07-2024,94.44
386,386,02-01-2024,39.98
387,387,02-09-2024,162.86999999999998
388,388,08-12-2024,102.91999999999999
389,389,29-05-2024,62.97
390,390,03-01-2024,20.97
391,391,12-11-2024,71.91
392,392,31-08-2024,96.92
393,393,13-12-2024,254.84
394,394,28-09-2024,52.47
395,395,06-03-2024,157.35
396,396,18-09-2024,149.87
397,397,03-04-2024,32.94
398,398,02-05-2024,128.42
399,399,29-12-2024,207.82999999999998
400,400,12-06-2024,14.97
401,401,11-04-2024,140.41000000000003
402,402,26-12-2024,102.90999999999998
403,403,20-10-2024,22.46
404,404,04-11-2024,125.92
405,405,24-04-2024,27.98
406,406,11-11-2024,250.84
407,407,04-08-2024,300.35
408,408,06-08-2024,125.41999999999999
409,409,31-01-2024,50.97
410,410,23-12-2024,173.39
411,411,29-04-2024,145.4
412,412,12-12-2024,25.98
413,413,03-07-2024,13.98
414,414,27-09-2024,61.41
415,415,10-09-2024,244.32999999999998
416,416,07-11-2024,101.42999999999999
417,417,26-03-2024,242.81
418,418,27-01-2024,130.9
419,419,09-02-2024,64.94
420,420,06-12-2024,37.98
421,421,24-01-2024,68.94999999999999
422,422,01-09-2024,5.49
423,423,14-05-2024,4.99
424,424,18-03-2024,196.85999999999999
425,425,22-12-2024,198.88000000000002
426,426,25-12-2024,35.98
427,427,19-07-2024,52.92999999999999
428,428,06-07-2024,25.96
429,429,29-12-2024,70.96
430,430,21-11-2024,292.35
431,431,02-12-2024,39.98
432,432,07-05-2024,223.33999999999997
433,433,18-11-2024,60.95
434,434,07-03-2024,86.40999999999998
435,435,28-03-2024,155.41
436,436,06-02-2024,176.36999999999998
437,437,22-12-2024,61.410000000000004
438,438,16-02-2024,173.36999999999998
439,439,23-12-2024,49.95
440,440,18-05-2024,98.93
441,441,07-06-2024,76.94
442,442,07-03-2024,35.97
443,443,02-12-2024,53.97
444,444,12-06-2024,19.48
445,445,13-07-2024,226.86
446,446,16-06-2024,132.91
447,447,19-02-2024,54.97
448,448,10-07-2024,198.84
449,449,16-03-2024,254.35999999999999
450,450,18-10-2024,106.44
451,451,11-12-2024,64.45
452,452,03-10-2024,232.36999999999998
453,453,20-08-2024,110.91
454,454,20-08-2024,53.94
455,455,18-06-2024,98.94999999999999
456,456,22-02-2024,49.94
457,457,30-04-2024,83.42
458,458,05-02-2024,91.94
459,459,27-04-2024,41.449999999999996
460,460,28-12-2024,51.93
461,461,06-09-2024,64.47
462,462,12-11-2024,200.39
463,463,03-08-2024,127.42999999999999
464,464,03-03-2024,84.94
465,465,24-12-2024,74.42
466,466,03-08-2024,176.85
467,467,30-11-2024,90.38
468,468,25-08-2024,155.86999999999995
469,469,17-06-2024,105.91999999999999
470,470,01-09-2024,112.39999999999999
471,471,30-09-2024,188.34
472,472,18-10-2024,95.91
473,473,27-07-2024,41.96
474,474,27-11-2024,113.94999999999999
475,475,15-05-2024,255.33999999999997
476,476,13-09-2024,119.91999999999999
477,477,20-12-2024,37.94
478,478,23-10-2024,42.95
479,479,05-03-2024,141.42000000000002
480,480,23-09-2024,6.99
481,481,01-04-2024,187.83999999999997
482,482,17-12-2024,131.92000000000002
483,483,24-11-2024,83.94999999999999
484,484,09-09-2024,53.91
485,485,24-09-2024,79.93
486,486,15-12-2024,62.47
487,487,20-02-2024,86.94999999999999
488,488,28-01-2024,100.92
489,489,15-11-2024,5.99
490,490,05-06-2024,245.35999999999996
491,491,04-12-2024,21.96
492,492,03-03-2024,39.97
493,493,26-04-2024,29.979999999999997
494,494,28-04-2024,96.91999999999999
495,495,04-02-2024,37.96
496,496,18-08-2024,125.88999999999999
497,497,31-03-2024,27.96
498,498,30-03-2024,142.92
499,499,25-04-2024,35.97
500,500,14-09-2024,23.97
501,501,13-05-2024,66.93
502,502,28-07-2024,166.86999999999998
503,503,03-03-2024,74.44
504,504,31-05-2024,46.97
505,505,27-11-2024,168.38
506,506,27-04-2024,125.87999999999998
507,507,14-07-2024,140.91
508,508,08-09-2024,176.86999999999998
509,509,11-01-2024,48.93
510,510,16-01-2024,20.96
511,511,02-07-2024,120.91999999999999
512,512,15-12-2024,44.94
513,513,12-04-2024,130.89
514,514,27-03-2024,106.93999999999998
515,515,20-10-2024,15.99
516,516,16-01-2024,45.98
517,517,02-10-2024,111.87999999999998
518,518,19-05-2024,182.32
519,519,15-06-2024,22.979999999999997
520,520,12-06-2024,81.89999999999999
521,521,01-09-2024,203.84999999999997
522,522,06-05-2024,115.92999999999999
523,523,12-06-2024,131.87
524,524,30-05-2024,31.95
525,525,17-03-2024,35.96
526,526,15-11-2024,110.89999999999999
527,527,27-01-2024,118.44
528,528,01-11-2024,59.94
529,529,04-08-2024,176.87999999999997
530,530,07-12-2024,118.40999999999998
531,531,19-02-2024,103.39999999999999
532,532,03-08-2024,165.39
533,533,23-02-2024,69.91000000000001
534,534,04-04-2024,69.93
535,535,13-03-2024,96.92
536,536,06-09-2024,197.34
537,537,13-06-2024,72.91
538,538,12-12-2024,243.36000000000004
539,539,01-11-2024,131.87
540,540,02-08-2024,65.96
541,541,15-01-2024,93.92999999999999
542,542,15-02-2024,231.86
543,543,28-02-2024,119.84999999999998
544,544,29-05-2024,99.93
545,545,22-04-2024,252.84
546,546,21-11-2024,119.94
547,547,12-08-2024,93.87
548,548,07-10-2024,192.35999999999999
549,549,09-01-2024,103.37
550,550,27-05-2024,89.39999999999999
551,551,25-11-2024,153.9
552,552,10-02-2024,50.97
553,553,21-09-2024,40.440000000000005
554,554,03-12-2024,226.35
555,555,12-02-2024,47.98
556,556,03-08-2024,24.99
557,557,05-07-2024,92.92999999999999
558,558,01-09-2024,182.9
559,559,28-11-2024,287.85
560,560,21-04-2024,113.88
561,561,19-03-2024,188.39
562,562,26-12-2024,117.39999999999999
563,563,25-04-2024,90.91
564,564,21-10-2024,50.949999999999996
565,565,26-01-2024,18.99
566,566,07-05-2024,56.44
567,567,30-01-2024,33.95
568,568,30-09-2024,16.97
569,569,21-03-2024,114.37
570,570,21-07-2024,100.9
571,571,08-10-2024,119.92
572,572,21-09-2024,49.47
573,573,19-05-2024,100.94
574,574,03-12-2024,156.38
575,575,20-01-2024,120.42999999999998
576,576,27-02-2024,216.87
577,577,29-11-2024,21.49
578,578,19-05-2024,95.91
579,579,19-08-2024,94.94
580,580,09-10-2024,26.479999999999997
581,581,04-05-2024,167.35
582,582,04-03-2024,82.41
583,583,20-09-2024,68.97
584,584,12-05-2024,104.43999999999998
585,585,01-11-2024,63.97
586,586,20-09-2024,211.39999999999998
587,587,09-09-2024,95.91
588,588,03-03-2024,175.85999999999999
589,589,17-09-2024,15.98
590,590,30-03-2024,35.98
591,591,01-04-2024,101.38999999999999
592,592,08-04-2024,100.89999999999999
593,593,06-12-2024,83.92
594,594,28-01-2024,138.86
595,595,09-02-2024,148.85999999999999
596,596,16-08-2024,167.34
597,597,29-07-2024,80.46
598,598,14-06-2024,68.94999999999999
599,599,15-04-2024,97.92
600,600,02-10-2024,41.47
601,601,12-10-2024,189.37
602,602,17-03-2024,190.39
603,603,24-09-2024,59.9
604,604,24-07-2024,105.91000000000001
605,605,11-07-2024,155.92000000000002
606,606,29-01-2024,61.44
607,607,08-01-2024,47.97
608,608,23-07-2024,27.979999999999997
609,609,30-03-2024,16.47
610,610,27-08-2024,24.950000000000003
611,611,14-01-2024,15.47
612,612,28-02-2024,128.88
613,613,25-03-2024,91.36999999999999
614,614,21-10-2024,266.84
615,615,23-05-2024,155.39000000000001
616,616,04-06-2024,148.9
617,617,26-10-2024,84.92999999999999
618,618,21-01-2024,157.37
619,619,02-08-2024,17.97
620,620,16-05-2024,163.84
621,621,08-09-2024,148.9
622,622,16-04-2024,83.94
623,623,12-01-2024,14.97
624,624,16-12-2024,193.91
625,625,04-02-2024,99.38
626,626,07-03-2024,137.88
627,627,15-09-2024,110.88
628,628,20-10-2024,24.479999999999997
629,629,25-02-2024,186.89000000000001
630,630,02-11-2024,101.91
631,631,11-07-2024,35.47
632,632,19-07-2024,196.91
633,633,17-08-2024,134.92999999999998
634,634,22-03-2024,60.96
635,635,27-09-2024,87.95
636,636,27-02-2024,73.93
637,637,13-03-2024,53.959999999999994
638,638,30-01-2024,139.39000000000001
639,639,17-10-2024,164.89
640,640,26-12-2024,58.91000000000001
641,641,06-03-2024,88.41
642,642,21-07-2024,50.949999999999996
643,643,24-04-2024,43.47
644,644,23-10-2024,9.98
645,645,21-08-2024,123.91999999999999
646,646,25-06-2024,122.41999999999999
647,647,15-07-2024,181.85
648,648,12-08-2024,124.92
649,649,15-08-2024,39.98
650,650,10-07-2024,213.34
651,651,27-04-2024,9.98
652,652,04-07-2024,16.47
653,653,06-10-2024,80.92999999999999
654,654,19-11-2024,24.979999999999997
655,655,18-08-2024,109.92
656,656,27-05-2024,46.95
657,657,04-02-2024,60.95
658,658,30-09-2024,232.38
659,659,24-11-2024,64.47
660,660,07-11-2024,68.94
661,661,24-12-2024,35.94
662,662,03-02-2024,117.92
663,663,31-07-2024,144.41
664,664,03-07-2024,31.44
665,665,28-04-2024,229.83999999999997
666,666,21-02-2024,134.92
667,667,01-10-2024,110.92999999999999
668,668,08-07-2024,151.35999999999999
669,669,08-01-2024,135.9
670,670,30-05-2024,130.41
671,671,24-10-2024,25.96
672,672,21-08-2024,35.98
673,673,02-09-2024,173.33999999999997
674,674,06-02-2024,172.91
675,675,25-05-2024,37.97
676,676,16-03-2024,162.87999999999997
677,677,18-03-2024,146.87
678,678,08-03-2024,75.91
679,679,11-01-2024,73.96
680,680,09-03-2024,105.91
681,681,27-01-2024,155.88
682,682,11-07-2024,11.98
683,683,14-02-2024,116.41
684,684,31-12-2024,73.91
685,685,16-04-2024,67.44
686,686,25-04-2024,34.96
687,687,12-11-2024,21.97
688,688,23-07-2024,33.97
689,689,01-08-2024,15.98
690,690,21-12-2024,58.93000000000001
691,691,13-09-2024,57.91
692,692,24-12-2024,55.97
693,693,02-03-2024,68.43
694,694,05-04-2024,119.87999999999998
695,695,31-12-2024,71.95
696,696,16-05-2024,211.35
697,697,21-12-2024,5.99
698,698,19-08-2024,192.87
699,699,22-01-2024,202.36999999999998
700,700,16-08-2024,114.36000000000001
701,701,07-12-2024,77.91999999999999
702,702,01-03-2024,6.99
703,703,07-03-2024,76.94999999999999
704,704,21-06-2024,53.95
705,705,30-12-2024,105.91
706,706,18-11-2024,63.92
707,707,01-08-2024,188.80999999999997
708,708,05-11-2024,175.35999999999999
709,709,30-12-2024,35.46
710,710,04-01-2024,204.86999999999998
711,711,06-09-2024,91.92
712,712,22-12-2024,91.41
713,713,22-03-2024,47.94
714,714,15-09-2024,67.41999999999999
715,715,14-01-2024,146.91
716,716,02-01-2024,222.82999999999998
717,717,11-07-2024,191.85999999999999
718,718,06-11-2024,10.98
719,719,07-04-2024,38.959999999999994
720,720,01-07-2024,98.44
721,721,02-10-2024,23.99
722,722,14-05-2024,35.97
723,723,25-08-2024,122.4
724,724,08-07-2024,95.43999999999998
725,725,27-11-2024,115.92
726,726,22-04-2024,37.459999999999994
727,727,06-01-2024,123.86999999999999
728,728,17-07-2024,77.94999999999999
729,729,27-12-2024,27.98
730,730,07-09-2024,4.99
731,731,02-02-2024,88.39999999999999
732,732,30-09-2024,198.89
733,733,02-03-2024,217.35999999999999
734,734,02-12-2024,181.9
735,735,02-09-2024,35.98
736,736,24-11-2024,88.92
737,737,10-02-2024,106.89
738,738,24-12-2024,30.479999999999997
739,739,29-12-2024,47.97
740,740,22-05-2024,115.92999999999999
741,741,14-03-2024,100.42999999999999
742,742,22-06-2024,13.99
743,743,26-10-2024,105.41999999999999
744,744,17-07-2024,116.87000000000002
745,745,01-08-2024,70.4
746,746,23-04-2024,39.98
747,747,28-07-2024,167.89
748,748,06-03-2024,176.88
749,749,24-06-2024,138.85
750,750,21-09-2024,4.99
751,751,11-11-2024,47.94
752,752,01-10-2024,128.37
753,753,27-01-2024,83.91
754,754,31-05-2024,130.83
755,755,12-09-2024,60.94
756,756,05-04-2024,35.47
757,757,03-08-2024,120.89999999999999
758,758,16-10-2024,193.87
759,759,03-04-2024,144.85999999999999
760,760,29-12-2024,61.92
761,761,17-06-2024,101.40999999999998
762,762,04-07-2024,55.94
763,763,25-03-2024,53.949999999999996
764,764,12-04-2024,68.46
765,765,21-08-2024,101.92
766,766,24-05-2024,31.95
767,767,04-05-2024,92.91
768,768,05-11-2024,99.92999999999998
769,769,12-11-2024,139.89000000000001
770,770,23-01-2024,323.83
771,771,13-11-2024,81.94999999999999
772,772,29-01-2024,94.95
773,773,17-08-2024,23.97
774,774,12-01-2024,86.41
775,775,03-11-2024,44.97
776,776,13-01-2024,165.35999999999999
777,777,11-09-2024,93.94
778,778,01-09-2024,85.94
779,779,22-09-2024,17.99
780,780,04-10-2024,100.41
781,781,11-06-2024,167.89
782,782,08-01-2024,190.34999999999997
783,783,01-08-2024,125.91
784,784,30-11-2024,172.9
785,785,13-07-2024,205.90000000000003
786,786,30-08-2024,155.87
787,787,14-01-2024,213.85000000000002
788,788,10-10-2024,76.42
789,789,28-12-2024,89.94
790,790,16-10-2024,133.92000000000002
791,791,01-04-2024,92.92999999999999
792,792,09-08-2024,106.92999999999999
793,793,29-09-2024,126.91
794,794,14-10-2024,148.35999999999999
795,795,06-03-2024,157.88
796,796,18-04-2024,69.92999999999999
797,797,28-06-2024,69.92
798,798,09-11-2024,47.98
799,799,20-01-2024,90.39999999999999
800,800,23-12-2024,20.98
801,801,08-10-2024,29.46
802,802,15-03-2024,143.86999999999998
803,803,19-08-2024,247.85999999999999
804,804,11-03-2024,169.87
805,805,22-04-2024,184.89
806,806,09-01-2024,184.87
807,807,05-10-2024,5.99
808,808,27-01-2024,54.96
809,809,01-11-2024,142.89
810,810,18-08-2024,105.91999999999999
811,811,20-08-2024,31.97
812,812,17-04-2024,38.94
813,813,29-06-2024,147.92
814,814,02-02-2024,52.96
815,815,25-04-2024,206.33999999999997
816,816,05-03-2024,9.98
817,817,19-05-2024,164.85
818,818,05-02-2024,72.42999999999999
819,819,15-03-2024,103.41
820,820,13-10-2024,90.44
821,821,15-10-2024,163.39
822,822,30-03-2024,300.33000000000004
823,823,31-01-2024,15.98
824,824,25-02-2024,100.44999999999999
825,825,16-02-2024,12.99
826,826,15-08-2024,23.97
827,827,25-03-2024,74.93
828,828,24-08-2024,16.47
829,829,15-03-2024,75.91
830,830,20-04-2024,141.85
831,831,03-11-2024,145.38
832,832,06-05-2024,96.93
833,833,16-08-2024,109.85999999999999
834,834,14-12-2024,96.89999999999999
835,835,29-01-2024,24.979999999999997
836,836,03-12-2024,59.93
837,837,09-07-2024,52.959999999999994
838,838,06-01-2024,86.92999999999999
839,839,23-07-2024,166.88
840,840,10-01-2024,88.91000000000001
841,841,08-06-2024,100.36
842,842,21-12-2024,71.97
843,843,12-01-2024,34.95
844,844,14-01-2024,53.93
845,845,25-05-2024,96.92
846,846,03-06-2024,41.98
847,847,29-10-2024,71.94
848,848,07-09-2024,125.91999999999999
849,849,29-01-2024,63.97
850,850,11-07-2024,133.92999999999998
851,851,26-10-2024,48.47
852,852,20-05-2024,71.91999999999999
853,853,02-04-2024,65.45
854,854,13-04-2024,44.94
855,855,07-11-2024,107.42999999999999
856,856,08-09-2024,23.99
857,857,29-04-2024,233.32999999999998
