store_id,product_id,stock_quantity,last_updated
303,3,37,2025-03-15
303,5,43,2025-01-25
303,16,41,2025-01-27
303,10,46,2025-01-26
271,9,45,2025-02-17
271,5,45,2025-02-23
271,11,46,2025-03-16
271,20,37,2025-02-18
169,17,34,2025-02-22
169,11,44,2025-02-22
169,5,47,2025-02-25
169,4,49,2025-02-10
281,16,43,2025-01-10
281,4,48,2025-02-22
281,12,48,2025-03-04
281,8,41,2025-02-16
281,2,49,2025-02-15
299,17,35,2025-02-01
356,6,48,2025-01-22
356,18,38,2025-03-24
372,20,39,2025-03-12
372,17,40,2025-01-02
372,7,39,2025-03-14
9,7,48,2025-01-16
9,3,48,2025-01-09
9,6,43,2025-01-18
9,10,45,2025-03-15
9,18,43,2025-02-23
9,8,47,2025-02-21
37,7,44,2025-01-28
37,5,40,2025-03-08
37,19,34,2025-03-02
37,18,34,2025-02-10
38,17,30,2025-02-16
38,20,35,2025-01-15
38,15,44,2025-03-26
324,19,42,2025-01-28
324,14,43,2025-02-22
324,17,39,2025-01-22
310,17,40,2025-02-08
310,3,47,2025-01-28
310,4,44,2025-01-19
310,1,45,2025-01-29
310,2,38,2025-01-08
130,4,43,2025-02-05
130,17,47,2025-03-24
130,11,47,2025-03-02
130,18,39,2025-02-15
130,7,47,2025-03-21
130,19,45,2025-03-07
337,1,47,2025-02-04
337,8,45,2025-01-20
337,14,46,2025-03-21
337,20,29,2025-03-17
337,17,37,2025-03-05
47,20,37,2025-03-17
47,1,44,2025-01-05
245,12,47,2025-01-08
245,18,44,2025-03-21
150,16,42,2025-01-13
150,19,35,2025-01-01
159,8,41,2025-02-15
159,12,41,2025-02-09
159,13,43,2025-01-19
159,19,43,2025-03-26
344,12,45,2025-01-12
344,2,45,2025-02-12
344,20,42,2025-02-20
253,2,44,2025-02-12
316,19,37,2025-03-15
316,1,45,2025-01-12
146,8,49,2025-01-07
146,5,45,2025-01-24
146,6,43,2025-01-21
146,20,36,2025-01-11
146,16,35,2025-02-27
182,14,47,2025-01-01
182,16,39,2025-02-09
182,15,49,2025-03-23
182,13,47,2025-03-11
182,3,42,2025-02-22
238,16,33,2025-01-15
238,20,43,2025-03-03
238,17,39,2025-03-21
399,11,45,2025-01-01
399,10,42,2025-02-28
399,17,26,2025-02-25
399,19,35,2025-01-31
74,1,46,2025-01-15
74,20,45,2025-03-16
74,16,42,2025-01-04
74,11,49,2025-01-13
208,17,34,2025-01-23
208,19,37,2025-01-18
208,16,44,2025-02-27
208,9,42,2025-03-06
208,4,38,2025-02-24
208,18,41,2025-02-13
264,15,44,2025-03-27
264,14,47,2025-03-16
264,1,48,2025-02-21
264,17,45,2025-01-09
264,8,46,2025-03-25
110,3,38,2025-03-26
110,11,45,2025-02-16
110,17,34,2025-02-25
40,20,30,2025-03-07
244,16,37,2025-03-20
244,3,40,2025-03-01
148,6,45,2025-02-26
148,1,42,2025-01-17
148,11,45,2025-02-24
148,13,47,2025-03-13
182,4,42,2025-03-08
182,7,47,2025-02-19
182,17,41,2025-02-04
196,17,41,2025-01-13
196,11,48,2025-03-23
196,18,48,2025-02-28
196,19,47,2025-02-19
196,6,49,2025-01-08
324,13,43,2025-03-28
324,20,31,2025-03-25
73,20,40,2025-02-16
73,17,30,2025-02-02
73,16,42,2025-03-27
73,8,42,2025-03-16
73,19,41,2025-02-12
393,14,49,2025-03-26
393,19,41,2025-03-05
393,8,42,2025-01-11
393,3,37,2025-03-17
393,12,43,2025-03-04
393,11,44,2025-02-15
393,2,33,2025-01-26
115,11,37,2025-01-12
115,1,47,2025-01-24
155,6,46,2025-03-02
155,18,43,2025-01-28
32,19,31,2025-02-19
259,4,38,2025-01-30
259,13,45,2025-03-19
259,12,46,2025-03-21
113,19,43,2025-02-02
113,17,48,2025-03-18
366,20,49,2025-03-21
366,19,45,2025-01-12
91,20,40,2025-01-30
91,8,43,2025-01-29
91,4,35,2025-03-27
91,3,44,2025-01-29
91,5,48,2025-02-08
91,16,29,2025-03-16
91,9,44,2025-02-13
217,18,41,2025-03-04
217,4,42,2025-03-19
217,5,46,2025-01-21
217,6,47,2025-03-01
217,19,39,2025-02-24
217,16,44,2025-01-18
217,8,49,2025-01-21
344,13,45,2025-01-18
280,16,41,2025-02-18
280,15,47,2025-01-19
280,20,43,2025-02-02
280,19,44,2025-03-23
280,14,45,2025-01-20
280,11,47,2025-03-26
96,1,44,2025-01-06
96,7,41,2025-01-04
96,18,25,2025-03-05
52,18,42,2025-02-28
52,6,47,2025-01-17
52,5,42,2025-03-10
52,20,36,2025-03-09
378,7,42,2025-02-24
378,14,49,2025-01-07
122,18,43,2025-02-25
122,12,45,2025-03-26
122,13,36,2025-03-07
122,19,32,2025-02-25
201,7,46,2025-03-05
201,16,32,2025-03-28
201,19,31,2025-03-20
201,18,26,2025-01-04
201,20,33,2025-03-19
388,6,43,2025-03-28
388,16,35,2025-02-11
388,7,46,2025-01-19
388,18,41,2025-01-17
319,2,49,2025-03-14
319,13,45,2025-03-26
319,20,42,2025-01-30
319,19,45,2025-02-28
319,1,49,2025-02-18
319,17,46,2025-03-04
98,2,42,2025-02-20
98,7,45,2025-01-19
98,20,44,2025-01-20
84,17,38,2025-03-23
84,13,49,2025-03-12
84,1,43,2025-03-19
42,11,43,2025-03-06
42,6,41,2025-03-19
169,2,43,2025-02-07
162,18,44,2025-02-23
162,2,44,2025-03-25
162,4,39,2025-03-07
162,17,47,2025-02-02
162,19,38,2025-01-08
206,3,45,2025-03-15
206,15,40,2025-02-13
206,14,38,2025-02-24
206,16,39,2025-03-06
206,7,42,2025-01-01
89,17,30,2025-03-21
89,20,32,2025-01-16
316,16,48,2025-02-02
316,8,49,2025-02-09
173,8,41,2025-03-28
173,20,33,2025-02-25
173,3,43,2025-01-24
173,11,45,2025-01-06
173,18,42,2025-01-01
250,18,46,2025-03-19
250,16,41,2025-02-02
250,17,38,2025-01-01
250,5,45,2025-01-20
392,6,44,2025-02-04
392,9,42,2025-01-07
392,15,42,2025-03-24
392,20,43,2025-03-12
122,10,45,2025-01-07
122,14,45,2025-01-03
122,8,47,2025-02-22
285,19,42,2025-03-03
285,20,41,2025-02-10
285,17,34,2025-01-01
117,11,46,2025-03-20
117,18,44,2025-03-21
10,11,47,2025-02-04
10,2,45,2025-03-05
221,4,45,2025-01-23
221,18,44,2025-02-02
221,3,49,2025-01-23
221,14,49,2025-02-11
221,1,43,2025-02-11
368,5,45,2025-02-17
368,19,42,2025-03-23
368,12,38,2025-02-19
368,16,32,2025-02-02
234,3,47,2025-02-01
234,16,42,2025-01-31
234,12,41,2025-01-10
234,11,35,2025-02-22
234,19,44,2025-01-13
145,16,18,2025-03-12
145,17,32,2025-01-22
145,15,40,2025-01-19
206,2,46,2025-02-15
206,18,40,2025-01-18
206,20,31,2025-02-12
94,16,40,2025-01-01
307,19,48,2025-01-25
307,4,47,2025-01-07
277,18,36,2025-01-18
344,17,49,2025-03-15
344,5,46,2025-03-19
344,6,48,2025-01-31
344,11,46,2025-03-26
344,4,47,2025-02-18
367,17,42,2025-01-02
367,19,41,2025-02-20
229,3,41,2025-03-27
229,17,30,2025-03-03
229,4,45,2025-03-28
229,13,44,2025-03-26
335,20,46,2025-01-17
335,19,41,2025-02-16
335,4,42,2025-03-03
91,14,42,2025-01-17
91,17,43,2025-03-22
91,12,40,2025-01-27
75,17,41,2025-03-02
75,8,45,2025-03-20
75,14,47,2025-03-16
75,18,43,2025-01-02
161,18,36,2025-02-11
161,17,38,2025-01-07
133,17,45,2025-01-15
133,20,43,2025-03-06
133,16,39,2025-01-09
133,4,49,2025-03-08
105,18,39,2025-01-28
105,17,42,2025-03-15
105,4,44,2025-01-20
105,7,46,2025-01-01
105,6,43,2025-03-20
105,16,39,2025-01-14
105,5,39,2025-01-31
133,18,43,2025-01-13
133,19,49,2025-01-05
209,18,32,2025-01-01
209,8,45,2025-03-08
209,20,31,2025-03-14
259,16,39,2025-02-10
259,8,41,2025-02-22
43,20,34,2025-03-05
43,11,41,2025-03-07
43,17,36,2025-03-15
43,13,47,2025-03-03
43,5,39,2025-01-18
217,17,44,2025-01-11
378,10,44,2025-03-22
378,17,36,2025-03-02
378,16,28,2025-02-26
378,20,43,2025-03-23
378,3,48,2025-02-15
47,8,43,2025-03-20
47,19,35,2025-01-12
47,17,47,2025-02-13
47,6,40,2025-03-20
47,2,47,2025-02-09
331,13,42,2025-01-18
331,17,26,2025-03-03
331,14,37,2025-02-17
331,7,45,2025-01-30
331,2,39,2025-02-25
331,5,48,2025-02-09
49,4,41,2025-03-20
384,12,48,2025-02-27
384,7,48,2025-02-05
384,19,35,2025-02-14
384,4,39,2025-03-16
384,17,44,2025-01-20
159,7,48,2025-02-12
159,17,28,2025-03-22
159,18,38,2025-02-28
159,14,37,2025-01-22
364,18,44,2025-01-03
28,5,39,2025-02-09
28,20,32,2025-03-15
28,18,37,2025-01-29
28,6,44,2025-03-18
28,17,31,2025-01-05
208,20,39,2025-01-15
208,1,45,2025-03-23
3,12,47,2025-02-01
3,20,46,2025-03-09
3,6,42,2025-02-05
3,16,44,2025-01-06
3,14,44,2025-03-01
72,3,46,2025-03-17
208,6,46,2025-03-08
208,14,48,2025-03-16
208,10,47,2025-03-21
42,4,48,2025-03-21
42,18,42,2025-03-12
42,3,42,2025-03-26
42,7,41,2025-01-08
213,11,45,2025-03-06
213,20,39,2025-01-15
213,10,44,2025-01-31
213,15,49,2025-02-14
213,17,39,2025-02-15
213,9,38,2025-03-04
213,16,42,2025-03-25
307,17,44,2025-02-02
307,1,45,2025-03-19
281,14,49,2025-03-02
281,3,49,2025-01-25
273,19,38,2025-02-21
273,12,41,2025-01-05
273,6,45,2025-02-22
298,16,39,2025-03-26
298,19,36,2025-03-05
298,20,33,2025-03-19
30,1,41,2025-03-19
30,20,45,2025-03-27
30,4,47,2025-02-28
30,19,43,2025-02-25
30,11,44,2025-02-23
30,12,42,2025-01-08
148,19,43,2025-01-30
148,3,45,2025-02-22
148,9,45,2025-02-14
148,16,45,2025-03-22
148,5,44,2025-02-11
205,19,36,2025-01-20
205,13,46,2025-03-27
205,18,43,2025-03-23
305,10,43,2025-02-21
305,2,48,2025-01-04
305,5,47,2025-03-12
305,20,45,2025-02-28
305,19,45,2025-02-10
305,11,43,2025-03-12
362,15,48,2025-01-31
4,1,47,2025-01-28
4,11,43,2025-02-01
296,5,43,2025-01-21
296,10,44,2025-01-22
296,17,43,2025-01-01
296,11,47,2025-03-07
296,19,40,2025-01-12
393,16,27,2025-03-12
393,17,42,2025-02-15
354,12,47,2025-03-08
354,18,37,2025-03-19
354,16,40,2025-01-05
68,9,47,2025-02-17
68,14,46,2025-03-12
352,5,43,2025-01-09
98,5,46,2025-01-04
98,8,47,2025-03-11
98,19,42,2025-01-22
206,19,23,2025-02-15
206,13,47,2025-03-09
206,17,26,2025-02-03
325,18,39,2025-03-27
325,17,41,2025-03-08
45,10,47,2025-01-05
45,4,47,2025-02-07
45,11,44,2025-03-05
45,3,47,2025-02-20
45,13,47,2025-01-22
328,19,36,2025-03-17
14,19,25,2025-03-11
95,19,39,2025-01-20
95,3,47,2025-01-31
95,20,37,2025-02-15
249,16,39,2025-01-13
249,17,35,2025-01-14
249,14,41,2025-03-06
24,20,39,2025-01-31
24,16,34,2025-02-01
24,18,38,2025-01-24
267,17,34,2025-02-28
267,15,46,2025-01-05
267,16,41,2025-03-16
267,3,45,2025-03-11
267,4,44,2025-01-23
267,12,42,2025-01-04
23,12,44,2025-03-22
23,13,47,2025-02-06
23,16,40,2025-02-20
23,1,48,2025-03-27
23,14,45,2025-03-27
23,7,39,2025-03-14
300,18,44,2025-02-11
300,17,32,2025-01-17
300,10,40,2025-01-07
300,20,40,2025-03-28
300,15,43,2025-02-11
300,14,46,2025-01-19
300,6,48,2025-02-03
148,4,42,2025-02-11
148,7,48,2025-03-14
148,17,45,2025-01-17
148,10,46,2025-03-27
296,20,33,2025-02-04
153,19,44,2025-01-20
153,17,35,2025-01-08
62,9,48,2025-01-11
62,11,41,2025-02-02
62,10,49,2025-03-01
333,17,40,2025-02-16
333,13,47,2025-01-22
333,16,44,2025-03-28
333,20,39,2025-02-22
333,19,40,2025-02-25
349,19,39,2025-01-03
57,19,47,2025-03-28
57,20,48,2025-01-20
220,18,41,2025-01-17
220,19,42,2025-03-24
220,1,49,2025-01-03
220,6,44,2025-03-10
220,13,46,2025-02-12
220,10,44,2025-03-17
237,17,27,2025-03-19
205,2,48,2025-01-30
205,8,45,2025-03-22
205,7,43,2025-03-16
205,6,49,2025-03-09
86,20,31,2025-02-14
86,18,45,2025-02-15
86,6,44,2025-02-04
86,15,46,2025-01-05
328,8,44,2025-03-04
207,13,42,2025-03-10
207,17,49,2025-01-04
207,16,44,2025-02-21
207,3,47,2025-01-04
271,4,49,2025-01-12
271,17,40,2025-02-27
271,19,46,2025-01-17
271,8,46,2025-02-01
390,14,44,2025-02-27
390,3,47,2025-03-01
329,5,45,2025-02-27
329,13,43,2025-01-19
329,19,39,2025-02-09
329,20,34,2025-02-23
329,11,43,2025-02-06
329,9,47,2025-03-08
136,5,46,2025-02-17
136,8,43,2025-03-24
136,16,41,2025-01-10
136,9,43,2025-02-17
136,19,43,2025-02-20
110,14,47,2025-03-23
110,12,41,2025-02-10
110,16,35,2025-02-11
297,5,43,2025-03-20
297,14,48,2025-03-10
297,3,39,2025-03-12
141,18,38,2025-02-07
88,13,45,2025-01-25
88,7,42,2025-02-24
88,15,39,2025-03-24
88,16,44,2025-03-01
88,14,36,2025-02-22
40,13,45,2025-01-12
40,19,41,2025-03-03
40,18,39,2025-02-24
115,7,39,2025-01-14
238,18,45,2025-01-25
238,15,46,2025-02-21
238,5,40,2025-02-16
178,4,44,2025-01-19
178,3,42,2025-03-22
178,16,44,2025-03-15
178,7,45,2025-01-29
364,15,43,2025-01-23
364,13,45,2025-03-21
364,4,44,2025-03-21
364,3,45,2025-01-26
364,12,40,2025-01-28
386,16,29,2025-03-18
386,20,40,2025-03-05
386,17,44,2025-02-26
386,11,45,2025-03-17
18,16,34,2025-03-05
18,2,40,2025-02-21
369,17,35,2025-03-26
369,4,45,2025-02-11
264,5,45,2025-02-05
264,19,45,2025-02-28
104,7,44,2025-01-22
104,19,42,2025-02-19
104,15,36,2025-02-05
104,16,33,2025-01-28
104,18,39,2025-01-30
134,16,34,2025-03-08
134,19,44,2025-02-15
134,2,46,2025-01-12
134,6,48,2025-01-26
134,17,39,2025-02-05
134,12,49,2025-01-28
23,18,38,2025-01-06
23,2,37,2025-03-19
23,17,45,2025-01-02
23,20,42,2025-02-13
283,20,38,2025-02-21
309,15,40,2025-03-03
309,16,32,2025-01-14
309,2,44,2025-01-09
309,14,47,2025-02-25
309,1,38,2025-03-15
309,20,27,2025-02-17
206,9,45,2025-03-13
206,12,44,2025-01-04
206,11,46,2025-02-21
254,10,47,2025-01-11
122,4,45,2025-01-17
122,9,44,2025-01-14
122,20,34,2025-03-07
122,11,49,2025-02-22
302,5,44,2025-01-06
302,15,45,2025-02-15
151,10,47,2025-02-19
167,13,41,2025-01-08
167,12,44,2025-02-11
167,15,47,2025-02-18
167,18,43,2025-01-10
167,20,43,2025-01-19
167,5,45,2025-02-15
284,20,34,2025-01-03
284,8,47,2025-02-06
284,2,46,2025-01-29
284,18,36,2025-02-23
284,14,46,2025-01-30
398,9,47,2025-03-01
398,1,48,2025-02-28
398,2,43,2025-01-28
398,4,46,2025-02-24
398,17,41,2025-02-24
338,8,49,2025-02-23
338,18,42,2025-02-24
262,16,47,2025-03-25
262,20,37,2025-03-12
262,17,38,2025-01-15
340,17,36,2025-01-19
340,12,45,2025-01-10
340,16,34,2025-01-11
340,4,46,2025-01-30
35,2,41,2025-03-23
35,8,36,2025-01-17
35,3,48,2025-01-24
330,2,48,2025-01-22
330,1,41,2025-01-25
330,17,45,2025-02-28
330,4,45,2025-01-14
97,16,44,2025-03-13
97,15,45,2025-01-24
97,7,42,2025-02-12
97,17,35,2025-03-19
97,6,48,2025-02-01
375,17,41,2025-02-03
375,16,35,2025-01-19
375,19,38,2025-03-28
375,18,44,2025-01-15
375,4,44,2025-01-14
95,4,47,2025-03-04
95,16,47,2025-02-06
95,17,41,2025-01-21
95,12,46,2025-03-18
36,16,45,2025-03-18
369,7,47,2025-03-06
315,5,44,2025-02-28
315,17,46,2025-01-22
315,12,48,2025-02-16
315,20,43,2025-01-01
71,6,42,2025-02-18
71,19,31,2025-02-19
71,17,39,2025-03-23
71,15,43,2025-03-16
392,12,37,2025-03-15
3,18,37,2025-01-28
94,17,36,2025-02-09
94,1,45,2025-02-09
94,18,47,2025-03-09
245,8,41,2025-03-06
245,17,40,2025-01-16
245,16,27,2025-01-04
145,13,44,2025-03-06
145,9,38,2025-01-21
381,9,43,2025-01-30
381,1,47,2025-02-18
381,16,37,2025-01-31
38,12,45,2025-02-19
38,2,47,2025-01-03
66,5,44,2025-01-25
66,18,28,2025-01-09
356,9,48,2025-02-12
356,12,45,2025-03-14
1,16,40,2025-01-06
1,14,37,2025-03-20
97,8,40,2025-02-26
97,14,45,2025-02-10
97,19,48,2025-03-02
339,13,34,2025-03-08
339,12,40,2025-02-17
163,14,49,2025-01-17
163,10,48,2025-02-12
163,11,48,2025-01-25
52,19,30,2025-03-02
52,12,47,2025-01-22
52,17,32,2025-01-10
52,10,41,2025-01-06
52,14,44,2025-01-27
262,2,45,2025-03-22
287,19,42,2025-02-13
287,16,36,2025-02-23
287,20,41,2025-02-08
287,9,46,2025-03-04
287,4,45,2025-02-15
287,6,48,2025-02-11
283,18,40,2025-02-25
283,4,42,2025-03-18
283,19,38,2025-03-26
202,18,34,2025-02-25
202,13,43,2025-02-16
202,15,44,2025-02-03
202,10,43,2025-03-23
202,12,39,2025-03-23
70,4,45,2025-02-09
70,16,42,2025-02-27
70,15,46,2025-01-25
70,20,38,2025-02-20
70,13,45,2025-01-20
70,8,45,2025-01-31
319,15,48,2025-02-24
334,20,35,2025-02-07
42,5,43,2025-02-10
42,16,41,2025-01-04
42,17,42,2025-03-23
42,14,47,2025-01-31
204,15,49,2025-02-20
204,13,47,2025-02-17
204,14,47,2025-01-28
204,19,45,2025-03-01
103,4,46,2025-02-16
103,18,33,2025-03-24
103,10,43,2025-03-21
103,20,43,2025-03-01
313,12,45,2025-02-08
313,16,41,2025-02-22
313,20,42,2025-02-17
331,15,38,2025-02-22
331,19,42,2025-01-22
331,18,24,2025-01-06
161,19,38,2025-03-22
399,8,49,2025-02-02
399,13,42,2025-02-12
399,4,42,2025-03-14
399,20,42,2025-01-05
289,20,29,2025-03-25
289,17,35,2025-03-27
289,9,44,2025-02-10
289,11,44,2025-02-09
289,2,48,2025-03-06
355,15,48,2025-01-31
355,20,42,2025-03-22
355,2,47,2025-01-29
355,12,48,2025-02-22
355,1,47,2025-03-05
34,20,39,2025-03-07
34,16,45,2025-02-03
34,14,47,2025-02-09
34,4,44,2025-03-24
67,16,33,2025-03-28
67,17,41,2025-01-23
180,19,35,2025-02-13
180,20,37,2025-01-04
349,16,38,2025-03-13
349,4,42,2025-01-01
349,17,42,2025-01-15
349,8,46,2025-03-19
349,7,48,2025-01-15
349,3,47,2025-02-01
349,18,42,2025-01-17
60,20,37,2025-03-07
76,4,46,2025-01-02
76,18,38,2025-03-13
76,9,42,2025-02-02
76,12,47,2025-02-04
335,16,40,2025-03-27
335,11,45,2025-01-04
335,12,45,2025-01-19
335,8,44,2025-01-29
247,16,39,2025-01-14
247,20,41,2025-01-18
247,7,41,2025-01-06
247,6,44,2025-02-07
41,19,35,2025-01-22
41,15,47,2025-03-07
41,12,49,2025-01-23
41,16,41,2025-03-05
41,5,44,2025-03-26
41,4,47,2025-03-15
18,14,47,2025-03-02
18,5,44,2025-02-17
18,9,33,2025-02-11
18,20,37,2025-02-23
150,17,38,2025-02-28
150,9,47,2025-01-25
150,18,46,2025-01-16
94,12,46,2025-02-08
38,7,33,2025-03-15
38,13,46,2025-03-03
38,5,44,2025-02-15
38,10,42,2025-02-01
38,4,47,2025-01-28
72,4,42,2025-01-26
214,7,44,2025-01-12
214,15,49,2025-02-02
214,16,41,2025-01-24
214,11,46,2025-01-24
214,17,40,2025-01-26
47,14,47,2025-02-15
47,16,43,2025-03-15
47,12,47,2025-01-20
219,13,48,2025-01-06
219,11,49,2025-01-09
152,15,46,2025-03-04
152,9,44,2025-02-23
152,3,43,2025-02-02
152,18,31,2025-01-26
152,20,41,2025-02-15
238,10,40,2025-03-21
238,13,45,2025-01-25
110,19,43,2025-03-28
110,20,33,2025-02-28
110,5,46,2025-02-08
110,2,40,2025-01-02
50,16,30,2025-03-07
50,8,41,2025-03-08
50,2,44,2025-02-05
50,18,33,2025-02-11
50,11,43,2025-01-08
112,8,47,2025-03-02
112,2,39,2025-01-11
112,17,45,2025-01-21
112,7,44,2025-02-18
112,15,48,2025-03-17
38,19,31,2025-03-04
340,13,47,2025-02-21
340,8,44,2025-01-11
68,17,45,2025-01-18
354,7,39,2025-03-24
354,11,49,2025-02-27
60,16,36,2025-03-25
60,17,35,2025-01-19
60,3,47,2025-03-06
60,12,44,2025-01-07
60,19,40,2025-01-21
176,7,40,2025-01-22
176,1,48,2025-01-21
176,19,40,2025-03-04
176,8,42,2025-03-05
176,18,43,2025-03-17
399,2,46,2025-03-02
57,11,49,2025-01-19
311,17,44,2025-02-19
311,14,43,2025-03-08
311,10,37,2025-02-18
311,1,43,2025-01-10
311,4,41,2025-02-10
311,16,28,2025-01-13
271,2,47,2025-02-13
271,16,47,2025-02-20
243,2,46,2025-02-26
243,7,41,2025-01-27
243,15,46,2025-02-21
243,20,36,2025-02-06
381,7,43,2025-02-20
381,6,47,2025-01-30
8,19,28,2025-02-26
8,20,41,2025-02-14
8,3,46,2025-01-22
247,15,48,2025-02-04
247,19,41,2025-02-07
247,17,44,2025-03-03
247,18,41,2025-01-23
39,9,34,2025-03-13
